type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,none,,-1,yellow,yellow,1627319547.46756
concordant,none,,-1,green,green,1627319549.4896128
concordant,right,,1.173556699999608,red,red,1627319551.5065622
concordant,left,,0.815483000013046,green,green,1627319553.5192413
concordant,down,,0.6920736000174657,yellow,yellow,1627319555.5315697
concordant,left,,0.7642572000622749,red,red,1627319557.5417116
concordant,left,,0.8896816000342369,green,green,1627319559.554885
concordant,down,,0.43087000004015863,yellow,yellow,1627319561.5673418
concordant,right,,0.4039382999762893,red,red,1627319563.5795934
concordant,left,,0.5639457000652328,green,green,1627319565.5941336
concordant,right,,0.6918737998930737,red,red,1627319567.6059043
concordant,down,,0.7635199999203905,yellow,yellow,1627319569.6193535
concordant,right,,0.6440525000216439,red,red,1627319571.6328712
concordant,left,,0.5754590999567881,green,green,1627319573.6459181
concordant,right,,0.6407748999772593,red,red,1627319575.6597226
concordant,left,,0.5856160999974236,green,green,1627319577.6724603
concordant,down,,0.5779924000380561,yellow,yellow,1627319579.68612
concordant,left,,0.6181517000077292,green,green,1627319581.6997747
concordant,down,,0.6491681000916287,yellow,yellow,1627319583.715085
concordant,left,,0.8540577000239864,green,green,1627319585.7340856
concordant,down,,0.6701847999356687,yellow,yellow,1627319587.7474186
concordant,left,,0.5647743999725208,green,green,1627319589.7611017
concordant,down,,0.6089668000349775,yellow,yellow,1627319591.7795248
concordant,left,,0.4296126998960972,green,green,1627319593.793678
concordant,left,,0.44409980007912964,yellow,yellow,1627319595.807697
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,none,,-1,red,green,1627319682.4165854
discordant,left,,0.8950703999726102,green,red,1627319684.4393866
discordant,right,,0.8435801999876276,red,green,1627319686.4531076
discordant,down,,0.8729101000353694,yellow,red,1627319688.471797
discordant,right,,0.8203325000358745,red,yellow,1627319690.5006733
discordant,none,,-1,yellow,green,1627319692.5127814
discordant,right,,1.0957798000890762,red,yellow,1627319694.5277796
discordant,down,,0.9015751000260934,yellow,red,1627319696.5401878
discordant,left,,0.4864856000058353,green,yellow,1627319698.5529668
discordant,down,,0.5493427999317646,yellow,red,1627319700.5652196
discordant,left,,0.6035420000553131,green,yellow,1627319702.5823617
discordant,down,,0.5852674000198022,yellow,green,1627319704.5949564
discordant,left,,0.6014667000854388,green,yellow,1627319706.6080415
discordant,down,,0.5511370999738574,yellow,red,1627319708.6207676
discordant,left,,0.5351747000822797,green,yellow,1627319710.634502
discordant,right,,0.6756853999104351,red,green,1627319712.6508648
discordant,left,,0.5650156000629067,green,yellow,1627319714.6626453
discordant,down,,0.6352945999242365,yellow,green,1627319716.674069
discordant,left,,0.48787509999237955,green,yellow,1627319718.685285
discordant,down,,0.6100765999872237,yellow,green,1627319720.6990108
discordant,left,,0.5090142999542877,green,red,1627319722.7096345
discordant,down,,0.5803464000346139,yellow,green,1627319724.7210343
discordant,right,,0.5832084999419749,red,yellow,1627319726.7341928
discordant,down,,0.5363964999560267,yellow,red,1627319728.7454805
discordant,right,,0.44069090008269995,red,green,1627319730.7628758
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,1.2417862000875175,yellow,yellow,1627319812.2945292
concordant,left,,0.6601818999042735,green,green,1627319814.3082652
concordant,down,,0.8951081000268459,yellow,yellow,1627319816.3197532
concordant,right,,0.9164072000421584,red,red,1627319818.3320181
concordant,down,,0.8271353000309318,yellow,yellow,1627319820.346858
concordant,right,,0.9050965000642464,red,red,1627319822.3580098
concordant,left,,0.8833887000801042,green,green,1627319824.3685868
concordant,right,,0.6931483000516891,red,red,1627319826.3825948
concordant,down,,0.9757165999617428,yellow,yellow,1627319828.3961418
concordant,right,,1.0264260000549257,red,red,1627319830.4084952
concordant,down,,1.2801520000211895,yellow,yellow,1627319832.4211576
concordant,left,,0.9734577999915928,green,green,1627319834.4340825
concordant,right,,1.239075499936007,red,red,1627319836.449139
concordant,left,,1.2259447999531403,green,green,1627319838.461478
concordant,down,,1.1120087000308558,yellow,yellow,1627319840.4758654
concordant,none,,-1.0,red,red,1627319842.4878953
concordant,down,,1.2011017999611795,yellow,yellow,1627319844.5044084
concordant,left,,0.9077587999636307,green,green,1627319846.5164278
concordant,right,,0.8949225000105798,red,red,1627319848.527994
concordant,down,,0.8440939000574872,yellow,yellow,1627319850.5397556
concordant,none,,-1.0,green,green,1627319852.5519774
concordant,down,,1.2838660000124946,yellow,yellow,1627319854.5698888
concordant,left,,0.9049804999958724,green,green,1627319856.5846777
concordant,right,,0.8546461999649182,red,red,1627319858.5972364
concordant,left,,0.6840460000094026,green,green,1627319860.609817
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,none,,-1,red,yellow,1627319940.9651814
discordant,left,,0.8253175999270752,green,red,1627319942.9765294
discordant,right,,0.7279468000633642,red,yellow,1627319944.989175
discordant,down,,0.7689457000233233,yellow,red,1627319947.0011728
discordant,left,,0.828571500023827,red,green,1627319949.0169787
discordant,down,,1.1510751999448985,yellow,red,1627319951.0296295
discordant,left,,0.6242271000519395,green,yellow,1627319953.040947
discordant,right,,0.6485423999838531,red,green,1627319955.052793
discordant,left,,1.1860512000275776,green,yellow,1627319957.065547
discordant,right,,0.7630122000118718,red,green,1627319959.0791724
discordant,down,,0.4850286999717355,yellow,red,1627319961.093042
discordant,left,,0.4591232999227941,green,yellow,1627319963.10608
discordant,right,,0.7996278000064194,yellow,green,1627319965.1195598
discordant,left,,0.9334034000057727,green,yellow,1627319967.1351821
discordant,right,,0.9761942999903113,red,green,1627319969.1474476
discordant,down,,1.0041669000638649,yellow,red,1627319971.1603844
discordant,left,,0.49243480002041906,green,yellow,1627319973.1719356
discordant,down,,0.903927700011991,yellow,red,1627319975.1838999
discordant,right,,1.1653918999945745,red,yellow,1627319977.1959834
discordant,left,,1.022732499986887,green,red,1627319979.2074933
discordant,right,,0.7495259999996051,red,yellow,1627319981.21955
discordant,left,,0.7045400999486446,green,red,1627319983.2318273
discordant,right,,0.8444378999993205,red,yellow,1627319985.2427888
discordant,left,,0.619275200064294,green,red,1627319987.254364
discordant,right,,0.4914660000940785,red,yellow,1627319989.2663326
