type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,0.5428283999208361,yellow,yellow,1627582175.0819054
concordant,left,,0.36110840016044676,green,green,1627582177.109816
concordant,down,,0.2945189999882132,yellow,yellow,1627582179.1216788
concordant,right,,0.5037890998646617,red,red,1627582181.1385622
concordant,down,,0.4905999999027699,yellow,yellow,1627582183.1509993
concordant,right,,0.3452494000084698,red,red,1627582185.1632364
concordant,down,,0.4965501001570374,yellow,yellow,1627582187.1763217
concordant,left,,0.48699750006198883,green,green,1627582189.186954
concordant,right,,0.44713600003160536,red,red,1627582191.1983402
concordant,left,,0.5204795999452472,green,green,1627582193.210802
concordant,down,,0.3521811000537127,yellow,yellow,1627582195.2224271
concordant,right,,0.3535517000127584,red,red,1627582197.2366855
concordant,left,,0.5623238000553101,green,green,1627582199.248713
concordant,right,,0.46612620004452765,red,red,1627582201.2605343
concordant,left,,0.47779740020632744,green,green,1627582203.2739022
concordant,right,,0.44047789997421205,red,red,1627582205.2876196
concordant,down,,0.5335504999384284,yellow,yellow,1627582207.2998843
concordant,right,,0.4442040999419987,red,red,1627582209.3121772
concordant,down,,0.7423008000478148,yellow,yellow,1627582211.32525
concordant,right,,0.3765676999464631,red,red,1627582213.337418
concordant,down,,0.42749449983239174,yellow,yellow,1627582215.3483155
concordant,left,,0.5538104998413473,green,green,1627582217.360031
concordant,down,,0.3796064001508057,yellow,yellow,1627582219.372299
concordant,right,,0.419315799837932,red,red,1627582221.3838348
concordant,left,,0.4824075000360608,green,green,1627582223.3955736
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,down,,0.912034000037238,yellow,red,1627582309.9511812
discordant,left,,0.43191109993495047,green,yellow,1627582311.9738934
discordant,right,,0.4100462000351399,red,green,1627582313.9906647
discordant,left,,0.6717011998407543,green,red,1627582316.0045764
discordant,right,,0.5317629999481142,red,yellow,1627582318.014961
discordant,down,,0.39205839997157454,yellow,green,1627582320.0293787
discordant,left,,0.5317228999920189,green,yellow,1627582322.0442903
discordant,right,,0.6150484001263976,red,green,1627582324.0556543
discordant,down,,0.5889743999578059,yellow,red,1627582326.0672157
discordant,left,,0.5872565999161452,green,yellow,1627582328.0799327
discordant,right,,0.6646663998253644,red,green,1627582330.0926862
discordant,left,,0.6613851999863982,green,yellow,1627582332.1095355
discordant,down,,0.6232973001897335,yellow,green,1627582334.1222317
discordant,left,,0.4949306999333203,green,red,1627582336.1360984
discordant,right,,0.3978126000147313,red,yellow,1627582338.1482754
discordant,left,,0.4667219000402838,green,red,1627582340.158862
discordant,right,,0.44949210016056895,red,green,1627582342.1737566
discordant,left,,0.6095813000574708,green,yellow,1627582344.1875298
discordant,down,,0.34924870007671416,yellow,green,1627582346.2005777
discordant,none,,-1.0,red,yellow,1627582348.2148168
discordant,down,,0.8295144999865443,yellow,green,1627582350.2270224
discordant,left,,0.5057889998424798,green,yellow,1627582352.2406428
discordant,right,,0.7812078001443297,red,green,1627582354.2550035
discordant,down,,0.6174361000303179,yellow,red,1627582356.2663
discordant,left,,0.6481650001369417,green,yellow,1627582358.2802908
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,0.5291655000764877,yellow,yellow,1627582439.7253602
concordant,left,,0.4208748999517411,green,green,1627582441.740331
concordant,right,,0.38731290004216135,red,red,1627582443.7519295
concordant,down,,0.33338669990189373,yellow,yellow,1627582445.7634616
concordant,right,,0.49516450008377433,red,red,1627582447.7753792
concordant,left,,0.3228790001012385,green,green,1627582449.7900174
concordant,right,,0.48644600016996264,red,red,1627582451.8048067
concordant,down,,0.393924199976027,yellow,yellow,1627582453.8159325
concordant,left,,0.4155488000251353,green,green,1627582455.8282683
concordant,down,,0.36599199986085296,yellow,yellow,1627582457.8409994
concordant,none,,-1.0,green,green,1627582459.8559713
concordant,right,,0.4055810000281781,red,red,1627582461.8674023
concordant,down,,0.6069229999557137,yellow,yellow,1627582463.878809
concordant,right,,0.7573838999960572,green,green,1627582465.8912432
concordant,down,,0.48200389998964965,yellow,yellow,1627582467.9034824
concordant,right,,0.5811149999499321,red,red,1627582469.9147472
concordant,down,,0.43440950009971857,yellow,yellow,1627582471.92666
concordant,right,,0.6043292998801917,red,red,1627582473.9393723
concordant,down,,0.46640229993499815,yellow,yellow,1627582475.9506652
concordant,left,,0.37637059995904565,green,green,1627582477.963718
concordant,down,,0.3839136001188308,yellow,yellow,1627582479.975894
concordant,left,,0.39126969990320504,green,green,1627582481.9882894
concordant,down,,0.387404500041157,yellow,yellow,1627582483.9988787
concordant,left,,0.3920847000554204,green,green,1627582486.0109951
concordant,down,,0.3423240000847727,yellow,yellow,1627582488.0252979
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,left,,0.8728775999043137,green,yellow,1627582568.059662
discordant,right,,0.7338515999726951,red,green,1627582570.0718396
discordant,left,,1.1657134999986738,green,yellow,1627582572.0838883
discordant,right,,0.6364117001648992,red,green,1627582574.1002119
discordant,left,,0.5396831000689417,green,yellow,1627582576.1120124
discordant,right,,0.6640371999237686,red,green,1627582578.1222901
discordant,left,,0.788486700039357,green,yellow,1627582580.1335814
discordant,right,,0.7047266999725252,red,green,1627582582.1464808
discordant,down,,0.4532875001896173,yellow,red,1627582584.1586375
discordant,left,,0.5128345000557601,green,yellow,1627582586.1702309
discordant,right,,0.6033177999779582,red,green,1627582588.181384
discordant,left,,0.43598770000971854,green,red,1627582590.1940057
discordant,right,,0.6256556999869645,red,yellow,1627582592.2075825
discordant,left,,0.46623759996145964,green,red,1627582594.2191796
