timestamps,TP9,AF7,AF8,TP10,marker
1664560765.380,-116.699,-26.367,-37.109,-87.402,0
1664560765.384,-60.547,-28.320,-29.785,-45.898,0
1664560765.388,83.984,-31.250,-28.809,32.715,0
1664560765.392,61.035,-24.902,-27.344,9.766,0
1664560765.395,-68.848,-20.508,-18.066,-62.012,0
1664560765.399,-82.031,-26.367,-20.020,-70.312,0
1664560765.403,50.293,-35.645,-30.762,-3.906,0
1664560765.407,86.426,-36.133,-35.645,17.090,0
1664560765.411,-45.410,-32.227,-31.738,-50.781,0
1664560765.415,-106.445,-30.273,-24.902,-67.871,0
1664560765.419,2.441,-41.992,-38.086,-6.836,0
1664560765.422,84.473,-45.410,-42.969,27.344,0
1664560765.426,-26.367,-35.156,-30.273,-38.086,0
1664560765.430,-121.094,-28.320,-22.949,-81.055,0
1664560765.434,-52.246,-32.715,-31.250,-36.621,0
1664560765.438,68.359,-35.156,-37.109,22.461,0
1664560765.454,19.531,-32.715,-27.344,0.488,0
1664560765.458,-100.098,-32.227,-21.973,-63.965,0
1664560765.462,-77.148,-35.645,-21.484,-44.922,0
1664560765.466,58.105,-40.527,-23.926,33.691,0
1664560765.470,58.105,-33.691,-14.160,31.250,0
1664560765.474,-68.359,-22.461,-4.883,-34.180,0
1664560765.478,-104.004,-30.762,-14.160,-59.082,0
1664560765.481,30.762,-38.574,-21.484,5.859,0
1664560765.485,94.727,-29.297,-15.625,47.852,0
1664560765.489,-34.668,-26.367,-14.648,-17.578,0
1664560765.493,-120.605,-38.574,-30.273,-78.125,0
1664560765.497,-10.254,-38.086,-34.180,-17.578,0
1664560765.499,102.539,-25.879,-26.367,50.293,0
1664560765.503,5.371,-29.297,-25.391,-0.977,0
1664560765.507,-104.492,-37.598,-32.227,-69.336,0
1664560765.511,-43.945,-34.180,-30.273,-39.062,0
1664560765.515,89.844,-32.715,-26.367,44.434,0
1664560765.519,41.504,-32.715,-23.926,18.066,0
1664560765.523,-96.191,-35.645,-27.832,-64.941,0
1664560765.526,-85.938,-39.551,-34.668,-55.664,0
1664560765.530,60.547,-39.062,-27.344,37.598,0
1664560765.534,52.734,-50.293,-34.180,23.438,0
1664560765.538,-100.098,-50.293,-46.387,-76.660,0
1664560765.542,-129.883,-38.086,-37.598,-87.402,0
1664560765.544,2.930,-43.945,-41.016,-15.137,0
1664560765.548,72.266,-41.992,-41.992,20.508,0
1664560765.552,-46.387,-39.551,-39.062,-53.711,0
1664560765.556,-128.418,-41.016,-35.645,-98.633,0
1664560765.560,-26.855,-40.527,-33.691,-35.645,0
1664560765.564,86.426,-40.039,-37.109,26.855,0
1664560765.568,-11.230,-40.039,-41.016,-30.273,0
1664560765.571,-124.512,-37.598,-37.598,-93.750,0
1664560765.575,-65.430,-38.086,-31.738,-55.664,0
