timestamps,TP9,AF7,AF8,TP10
1667321565.495,-14.160,-62.500,-40.527,-111.328
1667321565.513,-2.930,-45.410,-20.508,-113.770
1667321565.517,-33.203,-36.133,-11.719,-123.047
1667321565.521,-41.016,-44.922,-24.902,-100.586
1667321565.525,9.277,-49.316,-27.344,-98.145
1667321565.529,27.344,-46.875,-19.531,-112.305
1667321565.533,6.348,-37.109,-1.465,-112.793
1667321565.537,-17.090,-41.016,-10.742,-122.070
1667321565.540,-14.160,-58.594,-41.992,-130.371
1667321565.544,22.949,-43.457,-20.508,-97.168
1667321565.548,6.836,-39.062,0.977,-88.379
1667321565.552,-48.828,-66.406,-35.645,-144.531
1667321565.556,-36.133,-69.336,-45.898,-137.207
1667321565.542,23.438,-50.293,-25.391,-87.402
1667321565.546,10.742,-45.410,-23.926,-108.398
1667321565.550,-39.062,-47.363,-31.250,-151.855
1667321565.554,-7.324,-33.691,-24.414,-125.977
1667321565.558,56.152,-14.648,0.000,-68.848
1667321565.562,34.668,-26.855,-11.230,-85.938
1667321565.566,-20.020,-39.551,-28.320,-122.559
1667321565.569,-25.391,-41.016,-19.531,-115.234
1667321565.573,55.664,-19.531,15.137,-50.293
1667321565.577,42.480,-32.715,-8.301,-66.406
1667321565.581,-39.551,-64.453,-41.504,-133.301
1667321565.585,-37.109,-49.805,-15.625,-119.629
1667321565.604,48.828,-18.555,21.484,-38.574
1667321565.608,43.945,-45.410,-11.719,-55.664
1667321565.612,-0.977,-47.852,-21.484,-99.121
1667321565.616,-14.160,-36.621,-7.324,-104.004
1667321565.620,-4.395,-48.828,-26.367,-99.609
1667321565.624,43.457,-38.086,-9.766,-57.129
1667321565.628,31.250,-33.203,0.488,-64.941
1667321565.631,-6.836,-35.645,0.000,-86.426
1667321565.635,2.441,-33.691,9.277,-59.082
1667321565.639,7.812,-55.664,-20.020,-71.777
1667321565.643,-5.371,-59.082,-32.227,-94.727
1667321565.647,-28.809,-43.457,-11.230,-99.121
1667321565.632,-48.340,-53.711,-18.555,-111.816
1667321565.636,-9.766,-54.199,-18.555,-88.867
1667321565.640,28.809,-34.668,0.977,-63.965
1667321565.644,-1.953,-27.344,9.277,-75.195
1667321565.648,-30.762,-36.621,-0.977,-102.539
1667321565.652,6.348,-39.551,-1.465,-91.309
1667321565.656,30.762,-38.086,6.836,-72.754
1667321565.659,2.441,-31.250,13.184,-81.055
1667321565.663,-58.594,-50.293,-10.742,-117.188
1667321565.667,-44.922,-56.641,-17.578,-108.887
1667321565.671,0.488,-46.875,-13.184,-79.590
1667321565.675,30.762,-18.555,28.809,-35.645
1667321565.725,-34.180,-34.180,10.254,-79.102
1667321565.729,-85.449,-67.383,-50.781,-147.949
1667321565.733,-9.277,-37.598,-22.461,-96.191
1667321565.737,-6.348,-26.855,-18.066,-97.656
1667321565.741,-65.430,-34.668,-36.621,-144.531
1667321565.745,-67.383,-28.320,-27.344,-136.719
1667321565.749,-20.020,-12.695,-21.484,-97.656
1667321565.752,22.949,0.000,-18.555,-56.152
1667321565.756,-36.133,-26.855,-42.480,-100.098
1667321565.760,-79.102,-35.645,-35.156,-127.930
1667321565.764,-54.199,-33.691,-23.926,-109.375
1667321565.768,-29.297,-40.039,-29.297,-102.051
1667321565.727,-54.199,-43.945,-28.320,-125.977
1667321565.731,-90.332,-50.293,-21.484,-139.648
1667321565.735,-49.316,-46.875,8.301,-87.402
1667321565.739,-32.715,-60.059,-3.906,-83.496
1667321565.743,-45.410,-61.523,-17.578,-112.305
1667321565.747,-32.227,-38.574,13.672,-92.773
1667321565.751,-15.625,-35.645,21.484,-66.895
1667321565.754,-44.434,-74.219,-32.715,-105.469
1667321565.758,-56.641,-80.566,-40.527,-119.629
1667321565.762,-60.547,-58.105,-3.418,-101.562
1667321565.766,-85.938,-67.383,-10.254,-111.816
1667321565.770,-76.172,-80.566,-36.621,-124.512
1667321565.783,-48.340,-71.289,-40.039,-117.676
1667321565.787,-40.039,-57.129,-15.625,-102.051
1667321565.791,-50.293,-52.734,-5.371,-95.215
1667321565.795,-79.590,-84.961,-51.758,-134.766
1667321565.799,-48.340,-81.055,-53.223,-125.488
1667321565.803,-27.832,-50.781,-19.043,-91.797
1667321565.807,-41.016,-41.504,5.859,-90.332
1667321565.810,-48.828,-61.523,-13.672,-124.023
1667321565.814,-64.941,-84.961,-58.105,-162.109
1667321565.818,-55.664,-73.242,-44.922,-147.461
1667321565.822,-77.637,-70.312,-41.504,-154.785
1667321565.826,-85.449,-76.172,-52.734,-161.621
1667321565.842,-47.852,-74.707,-50.293,-135.254
1667321565.846,-23.926,-59.082,-30.273,-106.934
1667321565.850,-60.059,-66.406,-31.738,-124.023
1667321565.854,-91.309,-82.031,-49.316,-144.531
1667321565.858,-54.199,-76.660,-45.898,-115.723
1667321565.862,-2.441,-51.270,-19.531,-73.242
1667321565.866,-41.504,-45.898,-23.438,-110.840
1667321565.869,-126.953,-79.590,-64.941,-183.105
1667321565.873,-93.262,-81.543,-61.035,-159.668
1667321565.877,1.953,-49.805,-19.043,-84.961
1667321565.881,-43.457,-64.453,-41.504,-113.770
1667321565.885,-128.418,-84.473,-67.383,-182.129
1667321565.876,-118.652,-78.125,-55.664,-166.992
1667321565.880,-64.941,-68.359,-42.969,-125.488
1667321565.884,-61.523,-67.383,-45.898,-130.859
1667321565.888,-95.703,-69.336,-57.617,-160.156
1667321565.892,-90.820,-59.570,-55.664,-153.320
1667321565.896,-54.688,-46.387,-38.086,-108.398
1667321565.900,-37.109,-54.688,-40.527,-101.074
1667321565.903,-82.520,-63.965,-62.012,-148.438
1667321565.907,-111.328,-53.711,-48.340,-150.391
1667321565.911,-65.430,-55.664,-39.551,-120.605
1667321565.915,-21.973,-58.105,-52.734,-125.000
1667321565.919,-58.105,-63.965,-58.594,-146.484
1667321565.917,-64.941,-55.176,-32.715,-132.324
1667321565.921,-45.410,-55.176,-27.344,-111.816
1667321565.925,-69.824,-80.078,-57.617,-141.113
1667321565.929,-73.242,-68.359,-46.387,-139.160
1667321565.933,-82.520,-50.293,-26.367,-134.766
1667321565.937,-81.055,-44.922,-29.297,-136.719
1667321565.941,-59.082,-47.363,-40.527,-131.348
1667321565.944,-78.125,-59.082,-42.480,-139.160
1667321565.948,-71.289,-40.527,-12.695,-127.441
1667321565.952,-67.383,-35.156,-11.230,-111.816
1667321565.956,-128.418,-70.801,-58.105,-153.809
1667321565.960,-76.660,-55.176,-52.246,-155.273
1667321565.966,-62.500,-36.133,-37.109,-145.996
1667321565.970,-106.934,-45.898,-43.457,-157.715
1667321565.974,-88.867,-54.688,-45.410,-143.555
1667321565.978,-80.078,-55.664,-40.527,-125.488
1667321565.982,-105.469,-43.945,-29.785,-139.648
1667321565.986,-139.160,-54.199,-37.109,-158.691
1667321565.990,-122.070,-62.988,-44.922,-151.367
1667321565.993,-87.891,-51.270,-28.809,-121.094
1667321565.997,-107.422,-43.457,-12.695,-102.051
1667321566.001,-182.617,-62.988,-54.688,-175.293
1667321566.005,-158.691,-53.711,-64.453,-175.293
1667321566.009,-109.375,-40.039,-41.504,-124.512
1667321566.007,-117.188,-39.062,-50.293,-129.883
1667321566.011,-159.180,-39.062,-45.410,-156.250
1667321566.015,-159.668,-44.922,-35.156,-163.086
1667321566.019,-102.051,-28.320,-41.504,-118.652
1667321566.023,-97.168,-10.742,-28.809,-95.703
1667321566.027,-146.973,-24.414,-26.367,-120.605
1667321566.031,-159.668,-35.156,-50.293,-151.367
1667321566.034,-87.891,-9.766,-26.367,-109.375
1667321566.038,-50.781,-20.020,-20.020,-80.078
1667321566.042,-146.973,-66.895,-66.895,-162.109
1667321566.046,-177.734,-58.594,-62.012,-191.406
1667321566.050,-119.629,-35.645,-55.176,-167.480
1667321566.054,-83.984,-37.598,-67.383,-161.133
1667321566.058,-119.629,-40.527,-47.363,-166.016
1667321566.062,-133.301,-37.598,-23.926,-173.828
1667321566.066,-127.930,-49.316,-51.758,-160.645
1667321566.070,-80.078,-42.480,-44.922,-116.699
1667321566.074,-70.312,-5.859,-21.484,-125.977
1667321566.078,-174.316,-11.230,-31.250,-155.273
1667321566.081,-152.344,-40.527,-18.555,-105.469
1667321566.085,-132.324,-34.180,-52.734,-155.762
1667321566.089,-145.996,-19.043,-52.734,-187.500
1667321566.093,-102.539,-13.672,-26.855,-122.559
1667321566.097,-242.676,-32.227,-65.430,-195.312
1667321566.097,-248.047,-37.109,-75.195,-256.348
1667321566.101,-66.406,13.672,-50.293,-141.113
1667321566.105,-83.008,-5.859,-36.621,-182.617
1667321566.109,-166.504,-35.156,-71.289,-276.855
1667321566.113,-166.504,-30.762,-51.758,-115.234
1667321566.117,-43.945,-24.414,-37.598,-52.246
1667321566.121,-50.293,24.414,-13.184,-103.027
1667321566.124,-94.727,20.508,2.441,-94.727
1667321566.128,-290.039,-46.875,-82.520,-385.254
1667321566.132,-429.688,8.301,-86.914,-364.746
1667321566.136,-238.281,44.922,-33.691,-109.375
1667321566.140,-191.406,8.301,-62.012,-208.984
1667321566.158,-213.867,-54.199,-61.035,-228.027
1667321566.162,-162.598,-34.180,-12.207,-206.055
1667321566.166,-217.773,-11.719,-58.594,-79.590
1667321566.170,-236.816,6.348,-95.215,-212.402
1667321566.174,-149.902,-34.180,-57.617,-148.926
1667321566.178,-225.098,-43.945,-66.895,-95.215
1667321566.182,-248.047,6.836,-30.762,-142.578
1667321566.185,-307.617,-34.668,-53.223,-237.305
1667321566.189,-398.926,-28.809,-42.969,-379.395
1667321566.193,-364.746,11.230,-56.641,-467.773
1667321566.197,-196.777,-57.129,-92.773,-130.371
1667321566.201,-343.750,42.480,-52.246,-186.523
1667321566.202,-338.379,-25.879,-116.211,-626.953
1667321566.206,-317.383,-96.680,-70.801,-571.777
1667321566.210,-512.207,-63.965,-21.484,-592.285
1667321566.214,-354.492,52.246,-81.055,-463.867
1667321566.218,-345.215,-3.906,-48.340,-218.262
1667321566.222,-245.117,-60.547,-4.883,-300.293
1667321566.226,-333.496,8.301,-20.996,-446.289
1667321566.229,-205.566,-95.703,-57.617,-239.746
1667321566.233,-197.266,-100.586,-158.203,-390.137
1667321566.237,-390.625,-34.180,-128.906,-314.941
1667321566.241,-469.238,-56.641,-17.090,-206.543
1667321566.245,-557.617,-73.242,9.277,-488.770
1667321566.251,-504.883,19.531,-126.953,-296.387
1667321566.255,-442.383,46.875,-118.164,-253.906
1667321566.259,-427.246,6.348,-6.836,-323.730
1667321566.263,-286.621,-67.871,-105.957,-88.379
1667321566.267,-219.238,-63.965,-23.926,-126.953
1667321566.271,-296.387,-55.176,-27.832,-162.598
1667321566.275,-369.141,-22.461,-144.043,-195.801
1667321566.278,-376.465,-31.250,-33.203,-361.816
1667321566.282,-286.621,-19.043,-23.926,-173.828
1667321566.286,-356.445,-4.883,-55.664,18.555
1667321566.290,-678.223,86.914,-163.574,-393.066
1667321566.294,-289.551,18.555,-117.676,-208.496
1667321566.307,-21.973,-26.855,-7.324,-76.172
1667321566.311,-174.316,7.324,-34.668,-180.664
1667321566.315,-245.117,-42.969,-86.914,-90.332
1667321566.319,-281.738,-0.977,-34.180,-140.625
1667321566.323,-104.004,-16.113,-50.781,-254.395
1667321566.327,-71.289,10.742,-70.312,12.207
1667321566.331,-218.750,112.793,-44.922,-8.301
1667321566.334,-153.809,-26.367,-46.875,-168.457
1667321566.338,-28.809,-40.527,-21.484,-158.203
1667321566.342,14.648,33.203,-66.895,23.926
1667321566.346,-61.035,39.062,-65.918,-39.062
1667321566.350,-290.527,101.074,-56.152,-236.328
1667321566.340,-105.469,25.879,-62.988,-31.250
1667321566.344,-71.777,18.066,-92.285,-55.664
1667321566.348,5.371,-10.254,-61.523,17.578
1667321566.352,11.230,27.832,-61.035,140.137
1667321566.356,9.277,-19.043,-84.473,58.105
1667321566.360,177.246,-67.871,-37.109,50.293
1667321566.364,26.367,-10.254,21.973,64.941
1667321566.367,-16.602,-92.285,-4.883,48.340
1667321566.371,-23.438,3.418,-155.762,-0.488
1667321566.375,31.738,92.285,-45.898,17.090
1667321566.379,-1.465,2.441,8.301,-11.230
1667321566.383,67.383,-66.895,-13.672,-3.418
1667321566.397,64.453,70.312,-54.688,21.484
1667321566.401,-29.297,37.109,-126.465,44.434
1667321566.405,162.109,-68.848,-41.016,228.516
1667321566.409,31.738,30.273,9.277,89.355
1667321566.413,58.105,-28.809,-51.270,46.875
1667321566.417,109.863,-42.969,-36.621,171.875
1667321566.421,148.438,-18.066,-64.941,204.590
1667321566.424,157.715,0.488,8.301,71.289
1667321566.428,34.668,109.375,-17.090,-12.695
1667321566.432,22.461,-8.301,-95.703,62.500
1667321566.436,112.305,-75.195,14.648,85.938
1667321566.440,100.098,-45.898,-9.277,107.910
1667321566.429,6.836,-12.207,-79.590,20.996
1667321566.433,132.324,-44.434,-13.672,126.953
1667321566.437,251.465,-20.020,-43.945,97.168
1667321566.441,178.223,0.977,-61.035,18.555
1667321566.445,168.945,-21.484,-6.836,201.172
1667321566.449,124.512,-10.742,-11.230,131.836
1667321566.453,32.227,53.223,-12.695,82.520
1667321566.456,99.609,-13.672,-36.621,137.695
1667321566.460,134.277,-55.176,-88.867,42.969
1667321566.464,153.809,-64.941,-34.668,-59.570
1667321566.468,115.234,29.785,-25.879,-7.324
1667321566.472,90.332,73.242,-82.520,26.855
1667321566.487,201.172,-62.012,-49.316,132.324
1667321566.491,166.016,-51.758,-60.059,89.355
1667321566.495,99.609,28.809,-84.473,-25.391
1667321566.499,187.988,-37.109,-82.031,127.441
1667321566.503,171.387,-71.289,-61.523,99.121
1667321566.507,104.004,-29.297,-15.625,-104.004
1667321566.511,196.289,-5.859,-61.035,17.090
1667321566.514,277.344,-22.461,-73.730,124.023
1667321566.518,200.195,-74.219,-80.566,16.113
1667321566.522,67.871,-38.574,-71.777,-24.902
1667321566.526,94.727,-12.695,-68.848,-42.480
1667321566.530,236.328,-55.176,-54.688,-21.484
1667321566.532,264.648,-29.297,-87.402,87.402
1667321566.536,192.383,-7.812,-83.984,95.215
1667321566.540,174.805,-71.777,-61.523,24.414
1667321566.544,202.148,-88.379,-74.707,33.203
1667321566.548,216.309,-76.172,-37.109,55.664
1667321566.552,185.059,-29.785,-20.020,37.109
1667321566.556,144.043,-34.668,-58.594,13.672
1667321566.559,161.133,-76.172,-57.617,13.672
1667321566.563,210.938,-55.176,-58.594,10.254
1667321566.567,248.535,-63.965,-35.156,66.406
1667321566.571,217.773,-65.430,-16.113,76.660
1667321566.575,150.391,-80.566,-48.340,-29.297
1667321566.562,181.152,-57.617,-44.922,-34.668
1667321566.566,198.730,-57.617,-22.461,-0.488
1667321566.570,98.633,-83.008,-23.438,-63.477
1667321566.574,118.652,-74.707,-62.500,-54.688
1667321566.578,187.012,-61.035,-66.406,4.883
1667321566.582,210.938,-39.062,-28.320,20.508
1667321566.586,165.527,-45.410,-30.273,-21.973
1667321566.589,103.516,-63.477,-46.875,-99.609
1667321566.593,128.906,-66.406,-60.547,-56.641
1667321566.597,178.223,-50.293,-23.926,-6.348
1667321566.601,106.934,-67.871,-22.461,-82.520
1667321566.605,37.109,-73.730,-58.594,-127.930
1667321566.624,100.586,-59.082,-56.152,-90.820
1667321566.628,136.719,-59.570,-44.434,-62.012
1667321566.632,117.676,-65.430,-36.133,-62.500
1667321566.636,87.891,-62.988,-28.320,-82.031
1667321566.640,71.289,-63.477,-40.039,-87.891
1667321566.644,109.863,-78.613,-36.621,-55.664
1667321566.648,111.328,-75.684,-48.340,-77.637
1667321566.651,51.270,-59.570,-52.734,-129.883
1667321566.655,54.199,-46.387,-33.691,-109.863
1667321566.659,86.914,-61.523,-41.504,-91.309
1667321566.663,68.359,-71.777,-53.711,-117.676
1667321566.667,63.477,-58.105,-42.480,-117.676
1667321566.667,53.223,-60.059,-50.781,-130.859
1667321566.671,38.574,-76.172,-55.664,-125.977
1667321566.675,32.715,-74.219,-42.969,-98.633
1667321566.679,42.969,-55.664,-28.320,-96.191
1667321566.683,21.973,-50.293,-21.484,-107.910
1667321566.687,-6.348,-76.172,-43.457,-138.184
1667321566.691,33.691,-74.219,-48.828,-119.141
1667321566.694,54.199,-59.570,-26.367,-93.262
1667321566.698,58.105,-38.574,2.441,-84.473
1667321566.702,37.598,-41.992,-8.789,-91.309
1667321566.706,22.949,-68.848,-50.293,-117.676
1667321566.710,57.129,-57.617,-37.598,-96.680
1667321566.715,22.949,-53.711,-34.180,-104.492
1667321566.719,-28.809,-57.617,-51.270,-151.855
1667321566.723,-8.301,-49.805,-51.270,-141.113
1667321566.727,49.316,-47.852,-37.109,-95.215
1667321566.731,36.133,-55.664,-27.832,-94.727
1667321566.735,-12.695,-53.711,-28.809,-130.371
1667321566.739,-6.348,-56.152,-34.180,-127.930
1667321566.742,77.148,-39.551,-13.184,-77.148
1667321566.746,88.379,-23.438,-1.953,-67.871
1667321566.750,-24.414,-62.500,-54.199,-154.297
1667321566.754,-24.414,-63.477,-56.641,-152.832
1667321566.758,40.527,-34.668,-14.648,-94.727
1667321566.772,40.039,-40.039,-19.531,-104.004
1667321566.776,-12.207,-53.711,-41.016,-131.836
1667321566.780,-21.973,-59.570,-38.574,-123.047
1667321566.784,20.020,-50.781,-28.809,-117.676
1667321566.788,34.668,-42.480,-27.832,-131.836
1667321566.792,18.555,-49.316,-30.273,-126.953
1667321566.796,-3.418,-43.457,-24.902,-121.582
1667321566.799,36.621,-26.367,-10.742,-90.820
1667321566.803,80.566,-29.297,-17.578,-65.430
1667321566.807,18.066,-60.059,-54.199,-125.488
1667321566.811,-14.160,-54.688,-45.410,-147.949
1667321566.815,9.277,-41.504,-40.527,-123.535
1667321566.804,2.930,-61.035,-62.500,-124.023
1667321566.808,0.977,-72.266,-43.457,-110.352
1667321566.812,-15.625,-54.688,-39.551,-132.812
1667321566.816,-16.602,-45.898,-46.875,-135.254
1667321566.820,12.695,-62.012,-50.293,-117.676
1667321566.824,41.992,-49.805,-33.691,-95.215
1667321566.828,0.000,-45.898,-21.973,-140.625
1667321566.831,-36.133,-49.316,-43.457,-163.086
1667321566.835,17.090,-54.688,-46.387,-102.539
1667321566.839,40.039,-59.570,-43.945,-103.027
1667321566.843,24.902,-33.691,-20.996,-118.164
1667321566.847,2.441,-33.691,-11.719,-121.094
1667321566.847,-16.113,-75.684,-50.293,-136.719
1667321566.851,12.695,-62.012,-44.434,-113.281
1667321566.855,11.719,-33.691,-32.715,-116.211
1667321566.859,-29.297,-48.828,-55.664,-175.293
1667321566.863,-20.508,-58.594,-59.082,-166.992
1667321566.867,13.184,-52.734,-41.992,-135.742
1667321566.871,44.434,-24.902,-2.441,-88.379
1667321566.874,13.184,-30.273,3.418,-82.031
1667321566.878,-71.777,-67.871,-59.082,-181.641
1667321566.882,-27.344,-58.105,-69.824,-186.523
1667321566.886,57.129,-25.391,-41.992,-101.562
1667321566.890,-7.812,-38.086,-44.922,-138.184
1667321566.907,-69.336,-59.570,-26.367,-197.754
1667321566.911,-3.906,-48.828,-27.344,-152.832
1667321566.915,6.348,-39.551,-57.617,-100.098
1667321566.919,-6.348,-48.340,-43.945,-102.539
1667321566.923,-32.227,-49.805,-30.762,-139.160
1667321566.927,-21.484,-24.902,-23.438,-132.324
1667321566.931,70.312,-16.113,-3.418,-24.902
1667321566.934,25.391,-34.180,-28.320,-76.660
1667321566.938,-44.922,-53.711,-55.176,-150.391
1667321566.942,-23.438,-46.875,-42.969,-122.559
1667321566.946,-2.441,-39.551,-46.387,-106.934
1667321566.950,-9.766,-46.875,-48.828,-120.117
1667321566.939,-6.836,-35.156,-41.504,-119.141
1667321566.943,-1.953,-22.461,-28.320,-103.027
1667321566.947,21.973,-21.973,-30.762,-83.984
1667321566.951,25.391,-26.855,-42.480,-81.543
1667321566.955,-7.324,-28.809,-37.598,-104.004
1667321566.959,-5.371,-15.625,-16.113,-91.309
1667321566.963,0.000,-27.832,-30.273,-99.121
1667321566.966,-9.766,-42.969,-60.059,-136.719
1667321566.970,-3.906,-32.715,-32.715,-106.934
1667321566.974,-8.789,-16.602,-10.254,-84.473
1667321566.978,-19.531,-34.668,-46.387,-114.746
1667321566.982,15.137,-38.086,-58.105,-114.746
1667321567.004,32.715,-21.973,-46.387,-110.840
1667321567.008,10.742,-7.324,-6.836,-89.355
1667321567.012,-14.160,-26.367,-29.297,-107.910
1667321567.016,16.113,-37.109,-61.035,-108.887
1667321567.020,42.480,-14.648,-30.273,-81.543
1667321567.024,40.527,3.906,4.395,-75.195
1667321567.028,-17.578,-29.785,-28.809,-131.836
1667321567.031,-18.066,-47.363,-46.387,-144.531
1667321567.035,49.805,-18.555,-17.090,-83.984
1667321567.039,17.090,-20.020,-20.508,-93.750
1667321567.043,-57.617,-38.574,-48.340,-156.250
1667321567.047,-20.508,-29.297,-42.969,-137.207
1667321567.058,28.320,-17.578,-31.250,-107.910
1667321567.062,0.000,-22.949,-43.945,-128.418
1667321567.066,-39.551,-29.785,-46.875,-131.836
1667321567.070,-8.301,-23.926,-22.949,-116.211
1667321567.074,59.570,-13.672,-6.836,-85.449
1667321567.078,52.246,-13.184,-8.301,-83.008
1667321567.082,-3.906,-22.949,-11.230,-108.887
1667321567.085,-19.043,-31.250,-40.039,-140.625
1667321567.089,39.551,-12.207,-11.719,-82.520
1667321567.093,49.316,-8.789,-3.418,-71.777
1667321567.097,-30.762,-39.551,-50.293,-148.438
1667321567.101,-35.156,-33.691,-27.344,-126.953
1667321567.089,-10.254,-31.738,-10.742,-93.262
1667321567.093,19.043,-23.926,-10.742,-83.496
1667321567.097,23.926,-12.695,-11.719,-95.703
1667321567.101,-38.086,-27.832,-25.879,-118.652
1667321567.105,-22.461,-24.902,-11.719,-83.496
1667321567.109,27.344,-27.832,-11.719,-74.707
1667321567.113,-10.742,-35.645,-18.066,-100.586
1667321567.116,-43.945,-23.438,-4.883,-87.402
1667321567.120,-36.133,-29.297,-24.902,-92.773
1667321567.124,-35.645,-39.062,-33.691,-87.402
1667321567.128,-13.184,-25.391,-17.578,-89.844
1667321567.132,-28.809,-19.043,-11.230,-112.793
1667321567.147,-51.270,-32.715,-11.719,-82.520
1667321567.151,-30.762,-49.316,-38.086,-83.984
1667321567.155,-0.488,-35.645,-34.668,-89.844
1667321567.159,-13.672,-9.766,-20.508,-79.102
1667321567.163,-25.391,-6.348,-12.695,-69.336
1667321567.167,-14.160,-20.996,-3.418,-58.105
1667321567.171,-9.766,-25.879,-3.418,-66.895
1667321567.174,1.465,-19.043,17.578,-49.316
1667321567.178,-21.973,-24.414,9.766,-55.176
1667321567.182,-43.945,-53.223,-26.367,-106.445
1667321567.186,-26.855,-60.059,-20.996,-78.613
1667321567.190,-36.621,-42.480,-6.836,-64.941
1667321567.181,-62.988,-38.086,-3.906,-92.285
1667321567.185,-59.570,-44.922,-9.766,-94.727
1667321567.189,-18.555,-50.781,-12.207,-88.379
1667321567.193,-4.883,-45.898,-16.113,-90.820
1667321567.197,-41.992,-41.992,-22.949,-94.727
1667321567.201,-35.156,-30.762,-9.277,-71.289
1667321567.205,28.809,-23.438,8.301,-40.039
1667321567.208,13.672,-37.598,-0.977,-41.992
1667321567.212,-63.965,-46.875,-24.414,-83.496
1667321567.216,-86.914,-42.480,-26.367,-113.281
1667321567.220,-20.996,-28.809,-6.836,-74.707
1667321567.224,43.457,-17.578,-0.977,-41.504
1667321567.222,-13.184,-39.062,-25.879,-84.961
1667321567.226,-57.617,-37.109,-15.625,-91.309
1667321567.230,-17.090,-29.297,-2.930,-58.594
1667321567.234,-1.953,-41.992,-25.391,-73.730
1667321567.238,11.719,-35.156,-25.391,-65.918
1667321567.242,-4.883,-35.645,-16.602,-49.316
1667321567.246,-14.648,-37.109,-9.277,-48.340
1667321567.249,41.992,-20.020,5.371,-9.766
1667321567.253,24.414,-41.016,-32.227,-63.477
1667321567.257,-26.367,-47.363,-43.457,-122.559
1667321567.261,-29.297,-37.598,-28.320,-105.957
1667321567.265,-19.043,-52.246,-45.898,-80.078
