timestamps,TP9,AF7,AF8,TP10
1664549464.922,-50.293,-16.113,-33.691,-34.180,0
1664549464.926,-27.832,-16.113,-33.203,3.906,0
1664549464.929,-23.926,-19.531,-24.414,-11.719,0
1664549464.933,-47.852,-24.414,-20.996,-46.875,0
1664549464.937,-52.246,-29.297,-18.555,-44.434,0
1664549464.941,-37.598,-28.320,-21.484,-26.855,0
1664549464.945,-29.785,-22.461,-34.668,-21.973,0
1664549464.947,-36.621,-20.996,-42.480,-26.367,0
1664549464.951,-56.641,-23.438,-34.668,-37.598,0
1664549464.955,-52.734,-21.973,-28.320,-36.133,0
1664549464.959,-36.133,-24.414,-19.043,-18.555,0
1664549464.963,-38.574,-25.879,-33.691,-20.020,0
1664549464.967,-46.387,-23.926,-56.152,-15.137,0
1664549464.971,-52.734,-32.227,-35.645,-10.742,0
1664549464.974,-44.922,-37.598,-15.625,-27.344,0
1664549464.978,-43.457,-33.691,-10.254,-41.992,0
1664549464.982,-61.035,-30.273,-16.602,-58.105,0
1664549464.986,-62.500,-23.926,-25.391,-60.059,0
1664549464.990,-41.992,-20.020,-18.555,-36.133,0
1664549465.007,-27.832,-21.973,-25.879,-13.184,0
1664549465.011,-41.016,-24.902,-41.504,-22.461,0
1664549465.015,-53.223,-21.973,-33.691,-39.062,0
1664549465.019,-28.809,-21.484,-22.461,-26.367,0
1664549465.023,-10.742,-23.926,-29.297,-13.184,0
1664549465.027,-19.043,-24.414,-34.668,-25.391,0
1664549465.031,-51.270,-29.785,-32.227,-62.500,0
1664549465.034,-57.617,-31.738,-28.809,-68.359,0
1664549465.038,-31.250,-31.250,-32.715,-26.855,0
1664549465.042,-36.133,-32.227,-37.598,-12.207,0
1664549465.046,-56.641,-29.785,-35.156,-42.969,0
1664549465.050,-54.688,-29.297,-39.551,-47.852,0
1664549465.053,-35.645,-33.203,-52.734,-18.555,0
1664549465.057,-31.250,-32.715,-48.828,-16.113,0
1664549465.061,-51.758,-29.297,-25.391,-44.434,0
1664549465.065,-54.199,-27.344,-24.414,-43.945,0
1664549465.069,-36.133,-29.785,-36.621,-14.648,0
1664549465.073,-35.156,-33.203,-26.367,-7.812,0
1664549465.077,-43.945,-27.832,-29.297,-22.949,0
1664549465.080,-54.688,-31.738,-34.180,-41.016,0
1664549465.084,-51.270,-38.086,-25.391,-21.973,0
1664549465.088,-39.551,-35.645,-34.180,-11.719,0
1664549465.092,-41.992,-31.738,-36.621,-44.922,0
1664549465.096,-51.758,-29.297,-29.785,-49.805,0
1664549465.097,-47.852,-29.785,-32.227,-38.086,0
1664549465.101,-27.344,-29.297,-24.902,-30.762,0
1664549465.105,-25.879,-30.762,-10.742,-32.715,0
1664549465.109,-44.434,-29.785,-14.648,-45.898,0
1664549465.113,-47.852,-29.297,-23.438,-41.992,0
1664549465.117,-33.203,-30.273,-30.273,-16.113,0
1664549465.121,-28.320,-27.344,-25.879,-6.348,0
1664549465.124,-44.434,-24.414,-23.438,-37.109,0
1664549465.128,-60.059,-33.203,-26.855,-49.805,0
1664549465.132,-44.434,-36.621,-21.973,-33.203,0
1664549465.136,-27.832,-30.762,-21.484,-16.113,0
1664549465.140,-38.574,-29.785,-33.691,-18.555,0
1664549465.142,-56.641,-32.227,-39.551,-28.809,0
1664549465.146,-46.387,-31.738,-35.645,-9.277,0
1664549465.150,-23.438,-26.855,-26.855,9.766,0
1664549465.154,-28.809,-24.902,-13.184,-6.836,0
1664549465.158,-49.316,-23.438,-16.113,-35.645,0
1664549465.162,-46.387,-23.926,-21.973,-41.016,0
1664549465.166,-30.273,-23.438,-31.738,-20.996,0
1664549465.169,-29.297,-22.949,-47.852,2.441,0
1664549465.173,-43.945,-24.902,-37.109,-20.508,0
1664549465.177,-52.246,-27.344,-20.020,-58.594,0
1664549465.181,-29.297,-22.949,-28.320,-31.738,0
1664549465.185,-20.020,-14.648,-35.156,-13.184,0
1664549465.187,-38.574,-15.625,-31.250,-28.809,0
1664549465.191,-43.945,-16.113,-22.461,-33.691,0
1664549465.195,-26.367,-17.578,-17.578,-27.344,0
1664549465.199,-11.230,-18.555,-17.090,-20.996,0
1664549465.203,-31.738,-21.484,-13.184,-27.832,0
1664549465.207,-44.922,-20.996,-18.555,-35.645,0
1664549465.211,-32.227,-19.531,-25.879,-20.508,0
1664549465.214,-24.414,-23.926,-28.320,9.277,0
1664549465.218,-34.180,-18.555,-29.297,-6.836,0
1664549465.222,-52.246,-20.020,-20.508,-42.969,0
1664549465.226,-54.688,-22.949,-21.484,-33.203,0
1664549465.230,-33.691,-16.602,-22.949,-8.789,0
1664549465.232,-27.832,-21.973,-11.719,-20.996,0
1664549465.236,-49.805,-25.879,-19.043,-41.992,0
1664549465.240,-53.223,-22.949,-34.668,-40.039,0
1664549465.244,-20.020,-24.414,-25.391,-17.090,0
1664549465.248,-7.324,-30.273,-32.715,-2.441,0
1664549465.252,-28.809,-27.832,-38.086,-26.855,0
1664549465.256,-39.062,-16.602,-32.715,-26.855,0
1664549465.259,-30.762,-11.230,-35.645,-0.488,0
1664549465.263,-24.414,-19.043,-21.484,-14.648,0
1664549465.267,-22.461,-23.438,-15.625,-33.203,0
1664549465.271,-36.621,-20.020,-23.926,-38.574,0
1664549465.275,-43.945,-20.508,-23.438,-31.738,0
1664549465.277,-26.855,-27.344,-21.484,-18.066,0
1664549465.281,-28.320,-30.762,-34.180,-18.555,0
1664549465.285,-42.969,-22.461,-58.594,-28.809,0
1664549465.289,-28.320,-13.672,-53.711,-12.207,0
1664549465.293,-1.953,-15.625,-23.438,13.184,0
1664549465.297,-0.488,-19.531,-19.043,11.719,0
1664549465.301,-22.949,-24.902,-21.484,-4.883,0
1664549465.304,-41.016,-27.344,-11.230,-28.320,0
1664549465.308,-26.855,-24.414,-26.855,-14.648,0
1664549465.312,-14.160,-26.367,-38.574,12.207,0
1664549465.316,-38.086,-31.738,-36.621,-19.531,0
1664549465.320,-54.199,-22.949,-31.738,-48.828,0
1664549465.322,-30.762,-14.160,-16.602,-26.855,0
1664549465.326,-8.301,-19.043,-20.020,-5.371,0
1664549465.330,-29.785,-22.461,-22.949,-14.160,0
1664549465.334,-47.852,-20.020,-18.555,-28.809,0
1664549465.338,-40.039,-16.602,-38.086,-25.391,0
1664549465.342,-23.438,-19.043,-52.734,16.113,0
1664549465.346,-29.297,-26.367,-26.855,9.277,0
1664549465.349,-58.594,-25.391,-10.254,-42.969,0
1664549465.353,-51.758,-23.926,-18.555,-40.039,0
1664549465.357,-26.855,-19.043,-29.785,1.953,0
1664549465.361,-21.484,-20.020,-30.273,8.789,0
1664549465.365,-39.062,-29.785,-9.766,-34.668,0
1664549465.397,-47.852,-26.367,6.348,-44.922,0
1664549465.401,-33.691,-23.438,-6.836,-22.949,0
1664549465.405,-26.367,-31.738,-17.578,-15.625,0
1664549465.409,-38.086,-32.715,-19.531,-34.180,0
1664549465.413,-55.176,-31.738,-28.320,-44.434,0
1664549465.417,-41.992,-31.738,-41.504,-13.672,0
1664549465.421,-21.973,-31.250,-35.645,4.883,0
1664549465.424,-38.086,-36.133,-12.695,-20.996,0
1664549465.428,-52.734,-36.133,-16.113,-35.645,0
1664549465.432,-41.992,-30.273,-21.973,-18.555,0
1664549465.436,-28.320,-24.902,-6.836,-18.555,0
1664549465.440,-16.602,-20.508,-9.766,-10.742,0
1664549465.427,-35.645,-20.020,-19.531,-11.719,0
1664549465.431,-53.711,-24.902,-10.254,-27.344,0
1664549465.435,-35.156,-33.203,3.418,-22.461,0
1664549465.439,-27.832,-31.250,-6.836,-6.836,0
1664549465.443,-44.922,-28.320,-26.855,-12.695,0
1664549465.447,-52.246,-29.785,-27.344,-15.137,0
1664549465.451,-34.180,-26.367,-20.020,-5.371,0
1664549465.454,-20.508,-25.879,-20.020,4.395,0
1664549465.458,-31.738,-26.367,-31.250,-17.090,0
1664549465.462,-50.781,-27.832,-41.992,-41.504,0
1664549465.466,-37.109,-25.879,-30.762,-16.602,0
1664549465.470,-11.230,-24.902,-8.301,-2.441,0
1664549465.472,-25.879,-29.297,-9.766,1.465,0
1664549465.476,-56.641,-27.832,-11.230,-26.367,0
1664549465.480,-46.387,-20.508,-26.367,-45.898,0
1664549465.484,-21.973,-17.578,-36.133,-11.719,0
1664549465.488,-24.902,-23.926,-14.648,-16.602,0
1664549465.492,-58.105,-33.691,-10.742,-43.457,0
1664549465.496,-66.895,-31.738,-11.230,-48.340,0
1664549465.499,-42.480,-22.949,-28.809,-22.949,0
1664549465.503,-31.738,-23.926,-42.969,3.418,0
1664549465.507,-53.711,-27.832,-31.250,-24.414,0
1664549465.511,-62.988,-20.508,-41.992,-31.738,0
1664549465.515,-41.992,-20.996,-36.133,-1.465,0
1664549465.518,-31.250,-25.391,-20.508,-4.395,0
1664549465.522,-40.527,-23.926,-20.020,-29.297,0
1664549465.526,-56.152,-24.902,-16.113,-51.758,0
1664549465.530,-50.293,-23.438,-8.789,-50.781,0
1664549465.534,-28.809,-28.320,-4.883,-30.273,0
1664549465.538,-28.320,-27.344,-15.625,-26.367,0
1664549465.542,-47.363,-24.902,-20.996,-49.316,0
1664549465.545,-57.617,-35.156,-20.508,-37.109,0
1664549465.549,-38.086,-28.320,-33.691,-6.836,0
1664549465.553,-29.297,-19.043,-27.832,-18.555,0
1664549465.557,-57.617,-27.832,-18.555,-39.062,0
1664549465.561,-70.801,-28.320,-16.602,-51.270,0
1664549465.562,-55.176,-25.879,-19.531,-37.598,0
1664549465.566,-50.293,-28.809,-27.344,-25.879,0
1664549465.570,-59.082,-29.297,-18.066,-34.180,0
1664549465.574,-67.383,-26.367,-17.578,-41.504,0
1664549465.578,-56.152,-23.438,-26.855,-37.109,0
1664549465.582,-40.039,-28.809,-27.832,-20.996,0
1664549465.586,-52.246,-33.691,-21.973,-34.180,0
1664549465.589,-66.895,-32.227,-21.973,-45.898,0
1664549465.593,-61.035,-28.809,-30.762,-43.945,0
1664549465.597,-31.250,-27.344,-46.387,-24.902,0
1664549465.601,-17.090,-31.738,-33.203,9.277,0
1664549465.605,-38.574,-34.668,-7.812,-3.418,0
1664549465.607,-57.129,-33.691,-9.766,-35.156,0
1664549465.611,-47.852,-27.832,-15.137,-29.297,0
1664549465.615,-44.434,-27.832,-20.508,-14.160,0
1664549465.619,-55.176,-28.809,-20.020,-28.809,0
1664549465.623,-59.082,-23.926,-41.016,-39.062,0
1664549465.627,-33.691,-23.438,-43.457,-5.859,0
1664549465.631,-11.719,-36.133,-18.555,28.320,0
1664549465.634,-29.785,-41.992,-12.695,2.930,0
1664549465.638,-48.340,-31.250,-14.160,-44.434,0
1664549465.642,-33.203,-23.926,-20.996,-25.879,0
1664549465.646,-17.090,-21.973,-22.461,6.836,0
1664549465.650,-27.344,-24.414,-23.926,3.906,0
1664549465.652,-44.922,-22.949,-17.090,-25.879,0
1664549465.656,-47.852,-23.438,-19.531,-38.086,0
1664549465.660,-36.133,-31.738,-12.207,-16.113,0
1664549465.664,-30.273,-28.809,6.348,-9.277,0
1664549465.668,-43.457,-24.414,-1.465,-28.320,0
1664549465.672,-47.363,-28.320,-21.973,-28.320,0
1664549465.676,-28.320,-30.273,-24.902,7.324,0
1664549465.679,-23.438,-30.273,-26.855,6.836,0
1664549465.683,-38.574,-28.809,-33.691,-27.344,0
1664549465.687,-51.758,-29.785,-25.879,-27.832,0
1664549465.691,-42.480,-36.133,-9.277,-15.625,0
1664549465.695,-36.133,-36.133,-6.348,-23.438,0
1664549465.697,-45.898,-30.273,-14.160,-41.016,0
1664549465.701,-53.223,-26.855,-22.461,-38.574,0
1664549465.705,-46.387,-30.273,-20.020,-32.227,0
1664549465.709,-28.809,-39.062,-24.414,-27.344,0
1664549465.713,-31.250,-35.645,-24.414,-25.879,0
1664549465.717,-45.898,-27.344,-25.391,-23.926,0
1664549465.721,-41.504,-27.832,-31.250,-14.160,0
1664549465.724,-23.438,-29.785,-25.879,-3.418,0
1664549465.728,-25.391,-32.715,-26.367,3.906,0
1664549465.732,-49.316,-37.598,-18.066,-20.508,0
1664549465.736,-54.199,-37.598,-20.508,-33.691,0
1664549465.740,-39.062,-34.180,-17.090,-16.113,0
1664549465.757,-35.156,-32.715,-23.438,-4.395,0
1664549465.761,-40.039,-27.832,-28.320,-23.438,0
1664549465.765,-48.828,-26.367,-27.344,-34.668,0
1664549465.769,-43.457,-23.438,-40.039,-18.555,0
1664549465.773,-27.344,-21.484,-34.668,-2.441,0
1664549465.777,-38.574,-24.414,-31.738,-2.930,0
1664549465.781,-59.570,-17.578,-25.391,-31.738,0
1664549465.784,-58.105,-23.926,-13.184,-47.852,0
1664549465.788,-41.992,-32.227,-1.953,-29.297,0
1664549465.792,-40.039,-27.832,-2.930,-17.578,0
1664549465.796,-61.035,-25.391,-10.254,-47.363,0
1664549465.800,-62.012,-26.855,-15.137,-44.922,0
1664549465.802,-41.016,-29.297,-20.996,-16.113,0
1664549465.806,-28.320,-27.832,-36.621,-16.113,0
1664549465.810,-45.898,-25.391,-51.758,-37.598,0
1664549465.814,-53.223,-20.996,-32.227,-41.504,0
1664549465.818,-24.902,-20.508,-21.973,-13.672,0
1664549465.822,-21.973,-23.438,-17.578,-4.883,0
1664549465.826,-44.922,-21.973,-15.137,-23.926,0
1664549465.829,-50.293,-18.555,-24.414,-33.691,0
1664549465.833,-35.156,-20.508,-37.598,-2.930,0
1664549465.837,-28.809,-29.785,-39.551,8.301,0
1664549465.841,-40.039,-29.297,-22.461,-33.203,0
1664549465.845,-58.594,-33.691,-9.277,-54.199,0
1664549465.850,-49.805,-34.180,-6.348,-42.480,0
1664549465.854,-30.273,-27.344,-10.254,-18.555,0
1664549465.858,-26.855,-25.879,-34.180,-14.160,0
1664549465.862,-33.203,-25.391,-44.922,-24.414,0
1664549465.866,-48.340,-31.738,-24.414,-34.668,0
1664549465.870,-40.039,-29.785,-14.648,-28.809,0
1664549465.874,-32.715,-25.879,-20.020,-27.344,0
1664549465.877,-52.246,-33.691,-26.855,-48.828,0
1664549465.881,-62.988,-38.086,-35.645,-49.805,0
1664549465.885,-53.223,-33.203,-44.434,-35.645,0
1664549465.889,-41.992,-32.715,-36.133,-25.391,0
1664549465.893,-44.434,-34.180,-35.156,-25.391,0
1664549465.892,-46.875,-30.273,-34.668,-31.738,0
1664549465.896,-33.203,-26.855,-24.414,-17.090,0
1664549465.900,-29.297,-35.645,-20.996,-4.395,0
1664549465.904,-53.711,-40.527,-12.207,-25.879,0
1664549465.908,-71.777,-40.527,-10.254,-52.734,0
1664549465.912,-61.523,-43.945,-22.461,-43.945,0
1664549465.916,-45.410,-38.574,-29.785,-13.184,0
1664549465.919,-45.898,-37.109,-35.645,1.953,0
1664549465.923,-62.012,-34.668,-30.762,-23.926,0
1664549465.927,-62.500,-28.809,-21.484,-47.852,0
1664549465.931,-36.621,-31.250,-36.133,-21.973,0
1664549465.935,-29.297,-33.691,-46.387,-1.953,0
1664549465.938,-49.805,-35.156,-29.297,-27.344,0
1664549465.942,-65.918,-33.203,-12.695,-55.664,0
1664549465.946,-53.223,-29.785,-6.836,-38.574,0
1664549465.950,-34.668,-29.785,-10.742,-13.672,0
1664549465.954,-45.410,-33.203,-34.668,-18.555,0
1664549465.958,-76.172,-36.133,-29.297,-46.875,0
1664549465.962,-79.590,-35.645,-20.996,-44.434,0
1664549465.965,-54.688,-33.691,-24.902,-8.301,0
1664549465.969,-53.711,-37.598,-20.996,-25.391,0
1664549465.973,-70.801,-33.691,-26.367,-55.664,0
1664549465.977,-61.523,-23.438,-38.086,-31.738,0
1664549465.981,-42.480,-26.855,-47.852,3.418,0
1664549465.982,-43.457,-30.762,-27.344,-4.395,0
1664549465.986,-62.500,-30.762,-4.395,-45.410,0
1664549465.990,-68.848,-29.297,-2.441,-57.617,0
1664549465.994,-49.805,-29.785,-16.113,-37.109,0
1664549465.998,-44.922,-32.227,-19.531,-19.043,0
1664549466.002,-59.082,-27.344,-17.578,-28.320,0
1664549466.006,-50.293,-25.879,-28.809,-18.066,0
1664549466.009,-35.645,-25.391,-35.156,6.348,0
1664549466.013,-31.250,-18.555,-22.461,-6.348,0
1664549466.017,-44.434,-19.531,-14.648,-32.227,0
1664549466.021,-64.941,-31.738,-27.344,-51.270,0
1664549466.025,-62.500,-30.762,-27.344,-49.316,0
1664549466.025,-56.152,-23.926,-20.996,-45.898,0
1664549466.029,-62.500,-22.461,-26.855,-44.922,0
1664549466.033,-94.238,-20.508,-44.434,-74.707,0
1664549466.037,-117.188,-23.926,-23.926,-95.703,0
1664549466.041,-111.816,-30.273,4.883,-84.473,0
1664549466.045,-108.887,-31.738,-4.395,-82.520,0
1664549466.049,-132.812,-29.297,-11.230,-91.309,0
1664549466.052,-165.039,-28.809,0.977,-129.883,0
1664549466.056,-170.898,-29.297,3.906,-153.320,0
1664549466.060,-173.340,-32.227,5.371,-152.344,0
1664549466.064,-200.684,-33.691,9.766,-178.711,0
1664549466.068,-221.191,-31.250,0.977,-208.496,0
1664549466.070,-215.820,-32.227,0.488,-203.125,0
1664549466.074,-206.055,-30.273,6.348,-191.406,0
1664549466.078,-206.055,-19.531,-0.488,-193.848,0
1664549466.082,-213.867,-17.090,-0.488,-201.660,90
1664549466.086,-204.102,-15.137,10.254,-190.430,0
1664549466.090,-174.316,-18.066,10.254,-142.090,0
1664549466.094,-170.410,-23.926,9.766,-131.348,0
1664549466.097,-186.523,-16.602,12.207,-167.969,0
1664549466.101,-177.734,-19.531,11.719,-171.875,0
1664549466.105,-150.879,-30.273,-4.883,-142.578,0
1664549466.109,-133.301,-25.391,-21.484,-119.141,0
1664549466.113,-135.742,-29.297,-12.695,-125.000,0
1664549466.130,-143.555,-35.645,-2.930,-125.000,0
1664549466.134,-123.047,-33.203,-10.742,-98.145,0
1664549466.138,-85.938,-34.668,-21.973,-72.754,0
1664549466.142,-77.637,-35.645,-15.137,-57.617,0
1664549466.146,-89.844,-32.715,-2.441,-62.988,0
1664549466.150,-72.754,-33.203,-10.254,-57.617,0
1664549466.154,-50.293,-39.062,-15.625,-33.203,0
1664549466.157,-56.152,-40.527,-4.395,-39.551,0
1664549466.161,-65.918,-39.551,-6.348,-58.105,0
1664549466.165,-56.641,-41.992,-19.531,-37.598,0
1664549466.169,-33.203,-41.016,-23.926,-7.812,0
1664549466.173,-24.902,-40.039,-29.785,-1.953,0
1664549466.175,-29.297,-36.133,-41.016,-10.742,0
1664549466.179,-26.367,-37.598,-28.320,-7.812,0
1664549466.183,-15.625,-39.551,-15.137,7.812,0
1664549466.187,-3.418,-34.180,-19.531,16.602,0
1664549466.191,-11.719,-35.156,-11.230,5.859,0
1664549466.195,-18.555,-38.574,-3.418,-15.625,0
1664549466.199,0.000,-36.621,-13.672,-3.906,0
1664549466.202,21.973,-34.668,-20.508,19.531,0
1664549466.206,17.578,-36.621,-27.832,22.461,0
1664549466.210,-2.930,-30.273,-31.250,7.324,0
1664549466.214,3.906,-26.855,-28.320,-2.441,0
1664549466.218,25.879,-29.297,-34.180,29.297,0
