timestamps,TP9,AF7,AF8,TP10
1664548779.244,-48.340,-22.461,-254.883,-24.902,0
1664548779.248,-58.105,-36.133,-424.805,-25.879,0
1664548779.251,-51.758,-35.645,-350.586,-18.066,0
1664548779.255,-43.457,-18.066,-41.016,-26.855,0
1664548779.259,-54.688,-22.461,-28.320,-37.598,0
1664548779.263,-67.383,-28.809,-184.570,-47.852,0
1664548779.267,-54.688,-25.391,-221.191,-37.598,0
1664548779.270,-44.434,-24.902,-143.555,-29.297,0
1664548779.274,-48.828,-29.297,-225.098,-29.297,0
1664548779.278,-57.129,-28.320,-289.062,-37.598,0
1664548779.282,-53.711,-23.926,-236.328,-45.410,0
1664548779.286,-39.551,-24.414,-230.469,-38.574,0
1664548779.290,-42.969,-30.273,-320.312,-30.273,0
1664548779.294,-60.059,-39.062,-369.141,-31.250,0
1664548779.297,-62.012,-32.227,-177.734,-45.410,0
1664548779.301,-41.992,-24.414,25.879,-45.898,0
1664548779.305,-40.527,-30.762,-94.238,-37.109,0
1664548779.309,-54.199,-36.621,-333.496,-34.180,0
1664548779.313,-57.129,-27.344,-265.137,-35.156,0
1664548779.315,-42.480,-17.578,-121.582,-29.297,0
1664548779.319,-36.133,-19.531,-197.754,-26.855,0
1664548779.323,-56.641,-24.414,-264.160,-42.969,0
1664548779.327,-63.965,-28.320,-229.492,-45.410,0
1664548779.331,-45.410,-23.926,-286.133,-28.809,0
1664548779.335,-37.109,-20.996,-377.930,-6.348,0
1664548779.339,-52.734,-23.438,-327.637,-23.438,0
1664548779.342,-58.594,-21.973,-185.547,-41.504,0
1664548779.346,-44.434,-26.367,-230.469,-23.926,0
1664548779.350,-41.504,-34.668,-300.781,-20.996,0
1664548779.354,-58.105,-28.809,-229.004,-33.203,0
1664548779.358,-63.477,-19.043,-140.625,-37.109,0
1664548779.391,-48.828,-17.578,-222.656,-16.602,0
1664548779.395,-34.668,-13.672,-253.418,-8.301,0
1664548779.399,-38.086,-15.137,-122.559,-18.066,0
1664548779.403,-52.734,-22.949,-38.086,-28.320,0
1664548779.407,-49.316,-25.879,-148.438,-26.855,0
1664548779.411,-43.945,-26.367,-290.039,-17.090,0
1664548779.415,-41.992,-23.438,-293.945,-16.113,0
1664548779.418,-47.852,-20.508,-196.289,-28.320,0
1664548779.422,-58.594,-26.367,-197.266,-34.668,0
1664548779.426,-54.199,-28.809,-316.895,-25.879,0
1664548779.430,-46.387,-26.367,-294.434,-23.438,0
1664548779.434,-51.270,-24.902,-241.211,-33.691,0
1664548779.419,-65.918,-21.973,-256.348,-41.016,0
1664548779.423,-67.871,-28.320,-296.387,-43.457,0
1664548779.427,-56.152,-27.832,-182.617,-42.480,0
1664548779.431,-45.898,-32.227,-187.500,-33.203,0
1664548779.435,-47.852,-38.086,-285.156,-24.902,0
1664548779.439,-52.734,-36.621,-337.402,-27.344,0
1664548779.443,-56.641,-34.180,-288.574,-38.574,0
1664548779.446,-49.805,-32.715,-247.559,-30.762,0
1664548779.450,-37.598,-27.832,-358.887,-3.906,0
1664548779.454,-46.875,-22.461,-313.477,-9.766,0
1664548779.458,-49.805,-20.020,-113.770,-21.973,0
1664548779.462,-38.574,-24.414,-206.543,-15.137,0
1664548779.465,-43.945,-24.414,-315.430,-11.719,0
1664548779.469,-60.547,-26.367,-270.508,-22.949,0
1664548779.473,-56.152,-27.832,-183.594,-30.762,0
1664548779.477,-37.598,-22.949,-187.988,-18.555,0
1664548779.481,-40.039,-26.855,-258.789,-16.602,0
1664548779.485,-54.199,-28.809,-327.637,-27.832,0
1664548779.489,-50.781,-17.090,-278.809,-25.879,0
1664548779.492,-26.855,-20.020,-237.305,-9.766,0
1664548779.496,-30.762,-33.691,-357.910,-0.977,0
1664548779.500,-58.105,-24.902,-117.676,-20.996,0
1664548779.504,-55.176,-21.973,-54.688,-28.320,0
1664548779.508,-43.945,-23.926,-300.293,-20.508,0
1664548779.510,-44.434,-23.926,-278.320,-29.785,0
1664548779.514,-55.176,-31.250,-155.762,-41.992,0
1664548779.518,-54.688,-30.273,-170.410,-40.039,0
1664548779.522,-48.340,-23.438,-231.445,-36.133,0
1664548779.526,-53.711,-34.180,-250.000,-43.457,0
1664548779.530,-55.176,-42.480,-318.359,-42.969,0
1664548779.534,-48.340,-25.391,-261.230,-38.574,0
1664548779.537,-45.410,-28.809,-331.543,-29.297,0
1664548779.541,-43.945,-26.855,-354.492,-20.508,0
1664548779.545,-53.711,-13.184,-10.742,-36.621,0
1664548779.549,-50.781,-17.090,21.973,-34.668,0
1664548779.553,-52.246,-22.949,-119.141,-31.738,0
1664548779.554,-47.363,-23.926,-157.715,-30.273,0
1664548779.558,-35.645,-24.902,-223.145,-26.855,0
1664548779.562,-49.805,-30.273,-320.801,-30.273,0
1664548779.566,-62.988,-26.855,-239.746,-40.039,0
1664548779.570,-52.246,-27.832,-190.918,-40.527,0
1664548779.574,-36.133,-28.809,-296.387,-29.785,0
1664548779.578,-41.504,-20.508,-335.449,-28.809,0
1664548779.581,-52.734,-24.414,-362.305,-25.879,0
1664548779.585,-50.293,-18.555,-184.570,-31.250,0
1664548779.589,-37.109,-11.230,34.668,-29.785,0
1664548779.593,-46.875,-26.855,-204.102,-24.902,0
1664548779.597,-56.152,-31.738,-392.090,-31.250,0
1664548779.600,-41.992,-18.066,-217.285,-31.250,0
1664548779.604,-31.738,-15.137,-156.738,-27.832,0
1664548779.608,-34.668,-18.555,-255.859,-22.461,0
1664548779.612,-52.734,-23.438,-332.520,-35.156,0
1664548779.616,-58.594,-27.344,-293.945,-45.898,0
1664548779.620,-51.758,-30.273,-283.203,-44.922,0
1664548779.624,-49.805,-41.992,-395.508,-26.855,0
1664548779.627,-59.570,-37.598,-375.000,-21.484,0
1664548779.631,-68.848,-18.555,-159.668,-42.969,0
1664548779.635,-54.688,-26.855,-123.047,-36.621,0
1664548779.639,-41.504,-26.367,-214.844,-30.273,0
1664548779.643,-52.246,-16.602,-225.098,-41.992,0
1664548779.645,-66.406,-21.973,-151.855,-50.781,0
1664548779.649,-55.664,-28.809,-182.617,-43.457,0
1664548779.653,-46.875,-29.785,-175.781,-32.227,0
1664548779.657,-62.012,-27.344,-151.855,-35.645,0
1664548779.661,-71.777,-30.273,-205.566,-42.969,0
1664548779.665,-66.895,-38.574,-319.336,-39.062,0
1664548779.669,-53.711,-42.969,-384.277,-26.367,0
1664548779.672,-55.176,-32.715,-254.395,-34.180,0
1664548779.676,-69.824,-30.762,-154.297,-47.852,0
1664548779.680,-66.895,-39.062,-292.969,-41.504,0
1664548779.684,-55.664,-33.203,-375.977,-35.156,0
1664548779.688,-56.641,-24.902,-219.727,-48.828,0
1664548779.689,-59.082,-28.809,-144.043,-54.199,0
1664548779.693,-56.152,-27.344,-228.027,-38.574,0
1664548779.697,-37.598,-16.602,-244.141,-27.344,0
1664548779.701,-34.180,-15.137,-191.895,-39.062,0
1664548779.705,-56.152,-29.785,-150.879,-62.500,0
1664548779.709,-57.129,-42.969,-338.867,-35.156,0
1664548779.713,-48.828,-31.250,-357.910,-21.973,0
1664548779.716,-48.340,-15.137,32.715,-40.039,0
1664548779.720,-43.945,-19.531,-73.730,-34.668,0
1664548779.724,-47.852,-16.113,-285.645,-33.691,0
1664548779.728,-46.387,-12.695,-190.918,-33.203,0
1664548779.732,-35.645,-15.625,-85.449,-31.250,0
1664548779.750,-38.574,-18.066,-111.328,-33.203,0
1664548779.754,-52.734,-21.484,-229.492,-37.109,0
1664548779.758,-54.199,-15.625,-210.938,-38.086,0
1664548779.762,-43.457,-20.020,-126.953,-35.156,0
1664548779.766,-41.504,-25.391,-259.277,-26.367,0
1664548779.770,-49.805,-24.902,-341.309,-27.344,0
1664548779.774,-55.176,-18.555,-218.750,-36.133,0
1664548779.777,-39.062,-11.719,-151.855,-35.156,0
1664548779.781,-28.809,-22.461,-237.305,-28.320,0
1664548779.785,-46.875,-29.297,-353.027,-28.320,0
1664548779.789,-65.918,-20.020,-276.367,-41.992,0
1664548779.793,-53.223,-17.578,-244.141,-42.969,0
1664548779.795,-40.527,-23.438,-304.199,-34.668,0
1664548779.799,-48.340,-23.438,-258.789,-33.691,0
1664548779.803,-56.641,-22.461,-193.359,-39.551,0
1664548779.807,-46.875,-22.461,-247.559,-30.273,0
1664548779.811,-30.273,-25.879,-288.574,-23.438,0
1664548779.815,-34.180,-24.414,-313.477,-36.621,0
1664548779.819,-50.781,-21.484,-286.133,-38.086,0
1664548779.822,-44.434,-22.461,-274.414,-29.297,0
1664548779.826,-27.832,-34.180,-396.973,-10.254,0
1664548779.830,-38.574,-27.832,-364.258,-7.812,0
1664548779.834,-52.246,-13.672,-156.250,-34.180,0
1664548779.838,-46.875,-20.508,-145.996,-33.203,0
1664548779.840,-41.016,-21.973,-245.117,-30.762,0
1664548779.844,-38.574,-17.578,-256.348,-36.621,0
1664548779.848,-53.223,-18.066,-189.941,-41.504,0
1664548779.852,-66.406,-29.297,-197.266,-42.969,0
1664548779.856,-50.781,-29.785,-250.000,-27.344,0
1664548779.860,-36.133,-21.973,-296.875,-11.230,0
1664548779.864,-50.781,-16.602,-215.820,-23.438,0
1664548779.867,-61.035,-16.602,-182.617,-35.156,0
1664548779.871,-55.664,-19.531,-345.215,-21.973,0
1664548779.875,-51.758,-13.672,-204.102,-27.832,0
1664548779.879,-46.875,-18.066,-182.129,-33.691,0
1664548779.883,-57.129,-24.902,-354.004,-36.621,0
1664548779.885,-65.918,-25.391,-308.105,-47.363,0
1664548779.889,-57.129,-21.484,-163.086,-44.922,0
1664548779.893,-49.316,-24.414,-136.230,-38.574,0
1664548779.897,-61.523,-26.855,-218.750,-45.410,0
1664548779.901,-69.336,-23.438,-221.191,-54.199,0
1664548779.905,-49.805,-23.438,-282.227,-35.156,0
1664548779.909,-39.551,-27.344,-275.391,-32.715,0
1664548779.912,-48.828,-41.016,-364.258,-26.367,0
1664548779.916,-65.918,-41.016,-354.980,-24.902,0
1664548779.920,-67.871,-28.320,-21.973,-47.363,0
1664548779.924,-48.340,-33.203,20.996,-39.551,0
1664548779.928,-47.363,-31.250,-103.027,-30.762,0
1664548779.945,-62.988,-26.367,-155.762,-43.945,0
1664548779.949,-56.152,-19.531,-103.027,-38.574,0
1664548779.953,-43.457,-21.973,-178.711,-23.926,0
1664548779.957,-52.246,-30.273,-236.816,-32.227,0
1664548779.961,-60.547,-21.973,-208.496,-33.203,0
1664548779.965,-57.617,-20.020,-263.672,-23.926,0
1664548779.969,-45.410,-24.414,-309.082,-24.902,0
1664548779.972,-44.922,-30.762,-330.566,-27.832,0
1664548779.976,-60.059,-22.949,-112.305,-42.480,0
1664548779.980,-62.012,-22.949,72.754,-48.828,0
1664548779.984,-38.574,-29.785,-154.297,-31.250,0
1664548779.988,-29.297,-20.508,-246.094,-25.879,0
1664548779.974,-47.852,-10.742,22.461,-42.480,0
1664548779.978,-59.082,-21.973,67.871,-47.363,0
1664548779.982,-54.688,-28.320,-90.820,-40.039,0
1664548779.986,-42.480,-21.484,-196.777,-25.879,0
1664548779.990,-49.805,-25.879,-140.137,-25.879,0
1664548779.994,-58.105,-36.133,-217.285,-30.273,0
1664548779.998,-55.176,-35.645,-314.941,-25.391,0
1664548780.001,-50.293,-29.297,-194.824,-21.484,0
1664548780.005,-51.270,-32.715,-193.359,-26.367,0
1664548780.009,-62.988,-27.832,-175.781,-35.156,0
1664548780.013,-60.059,-31.738,-322.754,-20.508,0
1664548780.017,-53.223,-27.344,-360.840,-17.090,0
1664548780.020,-51.270,-17.578,-88.379,-39.062,0
1664548780.024,-56.641,-28.809,-54.199,-44.922,0
1664548780.028,-57.129,-30.273,-170.410,-42.480,0
1664548780.032,-49.316,-25.879,-184.570,-31.738,0
1664548780.036,-41.504,-25.391,-105.957,-25.391,0
1664548780.040,-42.480,-26.367,-257.812,-27.832,0
1664548780.044,-55.176,-31.738,-360.352,-29.785,0
1664548780.047,-60.547,-27.344,-156.250,-37.109,0
1664548780.051,-41.016,-18.555,32.227,-36.133,0
1664548780.055,-29.297,-19.043,-52.246,-24.902,0
1664548780.059,-55.176,-30.762,-281.738,-36.133,0
1664548780.063,-64.453,-33.691,-269.043,-49.316,0
1664548780.065,-42.480,-27.344,-86.914,-37.598,0
1664548780.069,-32.715,-23.926,-78.125,-34.180,0
1664548780.073,-49.316,-25.391,-195.801,-39.062,0
1664548780.077,-56.641,-22.949,-57.617,-39.062,0
1664548780.081,-42.969,-23.438,8.789,-34.668,0
1664548780.085,-27.832,-37.109,-283.203,-11.719,0
1664548780.089,-41.504,-32.715,-394.531,-17.090,0
1664548780.092,-63.965,-23.926,-144.043,-49.316,0
1664548780.096,-52.246,-29.785,-3.906,-40.527,0
1664548780.100,-39.062,-31.738,-74.707,-34.668,0
1664548780.104,-42.480,-26.367,-115.723,-42.480,0
1664548780.108,-50.293,-26.855,-121.094,-50.293,0
1664548780.125,-46.387,-29.297,-250.977,-49.316,0
1664548780.129,-43.457,-20.508,-292.480,-38.086,0
1664548780.133,-39.062,-14.648,-215.332,-22.461,0
1664548780.137,-45.410,-17.578,-178.711,-26.367,0
1664548780.141,-60.059,-25.879,-257.812,-34.180,0
1664548780.145,-50.293,-29.297,-364.746,-22.461,0
1664548780.149,-48.828,-24.414,-281.738,-29.297,0
1664548780.152,-54.688,-24.902,-166.016,-34.180,0
1664548780.156,-47.363,-28.809,-276.855,-20.508,0
1664548780.160,-42.969,-31.738,-367.188,-10.254,0
1664548780.164,-37.109,-32.227,-302.734,-17.090,0
1664548780.168,-39.551,-27.832,-171.387,-28.809,0
1664548780.170,-52.246,-29.785,-185.547,-26.367,0
1664548780.174,-57.617,-33.203,-295.410,-33.203,0
1664548780.178,-45.898,-28.809,-145.508,-41.016,0
1664548780.182,-41.504,-31.250,-226.562,-30.762,0
1664548780.186,-54.199,-33.203,-312.988,-30.273,0
1664548780.190,-57.617,-31.250,-311.035,-28.809,0
1664548780.194,-52.246,-29.297,-281.738,-29.785,0
1664548780.197,-47.363,-33.691,-183.594,-37.109,0
1664548780.201,-51.758,-42.969,-363.770,-25.879,0
1664548780.205,-58.105,-32.715,-367.676,-23.926,0
1664548780.209,-54.199,-23.438,-114.746,-44.434,0
1664548780.213,-39.551,-27.344,-132.812,-40.527,0
1664548780.215,-45.898,-30.762,-242.676,-39.062,0
1664548780.219,-61.523,-30.762,-255.859,-43.457,0
1664548780.223,-50.781,-29.785,-197.266,-43.945,0
1664548780.227,-42.480,-30.762,-230.469,-36.133,0
1664548780.231,-46.387,-29.785,-297.852,-28.809,0
1664548780.235,-54.199,-29.297,-319.336,-36.133,0
1664548780.239,-55.176,-23.438,-299.316,-35.156,0
1664548780.242,-39.551,-24.902,-328.125,-29.785,0
1664548780.246,-38.574,-33.691,-387.695,-26.367,0
1664548780.250,-55.176,-26.367,-251.953,-36.621,0
1664548780.254,-52.734,-27.344,-250.000,-40.527,0
1664548780.258,-38.574,-32.715,-369.629,-25.391,0
1664548780.260,-41.992,-29.297,-292.969,-30.273,0
1664548780.264,-48.340,-20.508,-159.180,-39.062,0
1664548780.268,-44.434,-21.484,-212.402,-33.203,0
1664548780.272,-41.992,-26.367,-272.461,-32.715,0
1664548780.276,-41.504,-25.391,-262.207,-32.715,0
1664548780.280,-43.945,-27.344,-315.918,-33.203,0
1664548780.284,-57.129,-30.273,-303.711,-38.086,0
1664548780.287,-53.711,-39.551,-410.645,-16.113,0
1664548780.291,-51.270,-36.621,-377.930,-18.066,0
1664548780.295,-67.383,-29.785,-149.902,-54.688,0
1664548780.299,-69.824,-34.180,-178.223,-49.805,0
1664548780.303,-59.082,-44.434,-344.238,-25.391,0
1664548780.305,-51.270,-38.574,-303.711,-32.227,0
1664548780.309,-50.781,-28.809,-114.258,-51.270,0
1664548780.313,-54.688,-32.227,-220.215,-43.945,0
1664548780.317,-60.547,-25.879,-287.109,-35.645,0
1664548780.321,-57.129,-20.996,-243.164,-33.691,0
1664548780.325,-47.363,-22.461,-303.711,-33.691,0
1664548780.329,-49.316,-23.926,-313.965,-29.297,0
1664548780.332,-58.594,-24.414,-333.984,-24.902,0
1664548780.336,-61.035,-17.578,-111.328,-41.504,0
1664548780.340,-49.316,-14.648,72.266,-45.898,0
1664548780.344,-52.734,-22.461,-184.082,-35.156,0
1664548780.348,-61.523,-27.344,-356.934,-41.016,0
1664548780.350,-57.129,-19.531,-200.684,-46.875,0
1664548780.354,-47.363,-23.438,-182.129,-48.340,0
1664548780.358,-51.270,-35.156,-306.641,-47.363,0
1664548780.362,-64.941,-31.250,-266.602,-54.688,0
1664548780.366,-59.570,-29.297,-240.723,-49.805,0
1664548780.370,-43.457,-30.273,-315.918,-34.668,0
1664548780.374,-37.598,-34.668,-435.547,-16.602,0
1664548780.377,-51.270,-35.645,-395.508,-20.020,0
1664548780.381,-61.035,-23.438,-144.043,-46.875,0
1664548780.385,-44.922,-25.879,-165.527,-40.527,0
1664548780.389,-43.945,-32.715,-268.555,-37.109,0
1664548780.393,-56.152,-26.855,-298.340,-42.480,0
1664548780.394,-57.617,-25.879,-306.641,-42.480,0
1664548780.398,-51.270,-33.691,-326.660,-40.527,0
1664548780.402,-43.457,-31.250,-293.945,-29.297,0
1664548780.406,-42.969,-23.438,-223.145,-33.203,0
1664548780.410,-48.828,-23.926,-279.785,-42.480,0
1664548780.414,-44.434,-32.227,-385.742,-29.785,0
1664548780.418,-41.992,-39.062,-389.648,-17.578,0
1664548780.421,-52.246,-25.391,-224.121,-30.762,0
1664548780.425,-57.129,-22.461,-179.199,-48.340,0
1664548780.429,-47.363,-32.715,-337.891,-38.086,0
1664548780.433,-37.109,-30.273,-400.879,-29.297,0
1664548780.437,-46.387,-20.996,-250.977,-41.504,0
1664548780.465,-60.059,-23.438,-168.945,-48.340,0
1664548780.469,-55.664,-32.227,-261.230,-47.363,0
1664548780.473,-48.340,-33.203,-361.328,-49.316,0
1664548780.477,-49.805,-29.297,-283.691,-49.805,0
1664548780.481,-53.711,-26.367,-224.609,-51.270,0
1664548780.485,-48.828,-35.645,-441.895,-31.250,0
1664548780.489,-46.387,-33.203,-441.895,-28.809,0
1664548780.492,-45.898,-15.137,-232.422,-50.781,0
1664548780.496,-55.664,-23.438,-249.512,-52.246,0
1664548780.500,-70.312,-34.668,-321.777,-54.199,0
1664548780.504,-59.570,-22.949,-275.879,-54.688,0
1664548780.508,-42.969,-19.043,-228.027,-44.434,0
1664548780.499,-45.898,-21.484,-294.922,-39.062,0
1664548780.503,-60.059,-22.461,-321.777,-50.781,0
1664548780.507,-63.477,-23.926,-259.766,-57.617,0
1664548780.511,-47.852,-18.555,-246.094,-42.969,0
1664548780.515,-39.551,-15.625,-317.871,-35.645,0
1664548780.519,-45.898,-21.973,-389.160,-41.504,0
1664548780.523,-55.176,-25.879,-352.539,-48.828,0
1664548780.526,-56.641,-24.902,-297.363,-50.781,0
1664548780.530,-43.457,-25.879,-328.613,-40.039,0
1664548780.534,-45.410,-28.809,-400.879,-24.902,0
1664548780.538,-67.871,-25.879,-356.934,-40.039,0
1664548780.542,-59.570,-17.578,-270.508,-46.387,0
1664548780.545,-41.504,-15.137,-296.875,-22.461,0
1664548780.549,-48.828,-20.996,-316.895,-19.531,0
1664548780.553,-64.941,-15.625,-218.750,-36.133,0
1664548780.557,-65.918,-13.672,-236.328,-36.621,0
1664548780.561,-51.270,-24.902,-301.758,-23.926,0
1664548780.565,-44.922,-28.320,-354.980,-15.625,0
1664548780.569,-62.988,-18.066,-336.426,-29.297,0
1664548780.572,-77.148,-14.648,-338.867,-48.340,0
1664548780.576,-54.688,-27.344,-480.957,-28.809,0
1664548780.580,-42.969,-21.484,-425.781,-17.578,0
1664548780.584,-54.688,-12.207,-227.051,-43.457,0
1664548780.588,-55.664,-22.461,-334.961,-48.828,0
1664548780.629,-43.945,-26.855,-375.000,-37.109,0
1664548780.633,-36.133,-21.484,-284.668,-35.645,0
1664548780.637,-45.410,-21.973,-297.363,-47.852,0
1664548780.641,-61.035,-26.367,-317.871,-44.922,0
1664548780.645,-55.664,-25.391,-332.031,-36.133,0
1664548780.649,-41.992,-24.414,-369.629,-40.039,0
1664548780.653,-50.293,-17.578,-295.410,-46.875,0
1664548780.656,-63.965,-22.949,-251.953,-49.316,0
1664548780.660,-62.988,-36.621,-338.867,-37.598,0
1664548780.664,-59.570,-27.832,-258.789,-42.969,0
1664548780.668,-51.758,-26.367,-255.371,-43.457,0
1664548780.672,-67.871,-30.762,-364.258,-41.992,0
1664548780.636,-80.566,-20.508,-326.660,-46.875,0
1664548780.640,-65.918,-15.625,-162.598,-43.457,0
1664548780.644,-53.223,-20.020,-202.148,-33.203,0
1664548780.648,-57.617,-24.414,-302.734,-31.250,0
1664548780.652,-60.059,-30.273,-301.270,-33.691,0
1664548780.656,-46.387,-25.879,-311.523,-27.344,0
1664548780.660,-44.434,-24.414,-295.410,-23.926,0
1664548780.663,-54.688,-39.062,-435.059,-24.414,0
1664548780.667,-76.172,-37.598,-394.043,-37.109,0
1664548780.671,-74.707,-20.996,-64.453,-48.828,0
1664548780.675,-49.805,-28.809,-122.070,-36.133,0
1664548780.679,-59.570,-40.527,-318.848,-42.969,0
1664548780.680,-78.125,-37.109,-322.754,-47.852,0
1664548780.684,-65.430,-27.344,-227.051,-39.062,0
1664548780.688,-41.504,-24.902,-221.680,-30.762,0
1664548780.692,-40.527,-24.902,-253.418,-31.738,0
1664548780.696,-58.594,-24.414,-262.695,-45.410,0
1664548780.700,-64.941,-24.902,-294.434,-46.387,0
1664548780.704,-55.176,-26.367,-274.414,-37.598,0
1664548780.707,-46.875,-28.320,-306.152,-30.762,0
1664548780.711,-52.734,-18.066,-125.488,-43.945,0
1664548780.715,-60.547,-17.578,39.062,-53.711,0
1664548780.719,-54.688,-30.762,-236.816,-42.480,0
1664548780.723,-41.992,-30.273,-386.230,-36.133,0
1664548780.724,-52.246,-21.484,-179.199,-55.664,0
1664548780.728,-62.500,-24.414,-138.184,-55.664,0
1664548780.732,-49.316,-23.926,-284.668,-39.551,0
1664548780.736,-39.551,-19.043,-281.738,-35.156,0
1664548780.740,-41.992,-19.531,-213.379,-41.992,0
1664548780.744,-54.688,-26.367,-284.180,-57.129,0
1664548780.748,-55.664,-37.109,-423.340,-41.992,0
1664548780.751,-46.875,-36.133,-370.117,-28.809,0
1664548780.755,-48.828,-20.996,2.930,-50.293,0
1664548780.759,-52.246,-20.996,13.184,-52.246,0
1664548780.763,-55.176,-26.855,-215.332,-44.434,0
1664548780.767,-48.340,-24.414,-208.008,-43.457,0
1664548780.769,-44.922,-17.578,-124.023,-50.781,0
1664548780.773,-54.688,-20.996,-185.059,-52.246,0
1664548780.777,-57.129,-20.508,-266.602,-48.340,0
1664548780.781,-54.199,-18.066,-225.586,-50.293,0
1664548780.785,-42.480,-22.461,-210.449,-44.434,0
1664548780.789,-36.133,-20.020,-301.270,-42.969,0
1664548780.793,-49.805,-20.508,-334.473,-48.828,0
1664548780.796,-55.664,-21.484,-233.887,-49.316,0
1664548780.800,-45.410,-19.531,-138.672,-45.410,0
1664548780.804,-43.945,-26.367,-258.789,-41.992,0
1664548780.808,-54.199,-27.832,-386.230,-41.016,0
1664548780.812,-56.641,-20.020,-299.805,-45.898,0
1664548780.815,-39.062,-19.531,-187.988,-41.504,0
1664548780.819,-35.156,-22.461,-263.672,-32.227,0
1664548780.823,-53.711,-22.949,-306.152,-37.109,0
1664548780.827,-59.570,-20.020,-230.469,-45.410,0
1664548780.831,-55.664,-26.367,-185.059,-51.758,0
1664548780.835,-41.016,-37.598,-286.621,-34.180,0
1664548780.839,-45.898,-36.621,-337.891,-37.109,0
1664548780.842,-65.430,-34.180,-193.848,-61.035,0
1664548780.846,-59.082,-36.133,-153.809,-54.199,0
1664548780.850,-50.781,-40.527,-211.426,-36.133,0
1664548780.854,-57.617,-35.156,-218.262,-37.109,0
1664548780.858,-63.477,-24.902,-113.281,-52.246,0
1664548780.875,-55.176,-24.902,-197.266,-45.898,0
1664548780.879,-45.898,-28.809,-276.855,-37.109,0
1664548780.883,-46.387,-29.785,-242.676,-42.969,0
1664548780.887,-49.316,-22.949,-248.047,-41.504,0
1664548780.891,-50.781,-22.461,-303.711,-35.156,0
1664548780.895,-42.480,-31.738,-332.520,-22.949,0
1664548780.899,-38.086,-27.344,-263.184,-23.926,0
1664548780.902,-56.641,-21.973,-180.664,-38.086,0
1664548780.906,-53.711,-25.391,-291.504,-29.297,0
1664548780.910,-35.645,-25.391,-405.762,-14.160,0
1664548780.914,-36.133,-24.414,-328.125,-20.508,0
1664548780.918,-51.270,-22.949,-243.652,-35.645,0
1664548780.920,-62.500,-26.855,-289.062,-42.480,0
1664548780.924,-53.223,-30.762,-342.285,-33.691,0
1664548780.928,-47.852,-29.297,-244.141,-31.250,0
1664548780.932,-56.152,-27.344,-206.055,-32.227,0
1664548780.936,-65.918,-31.250,-260.742,-33.691,0
1664548780.940,-59.570,-34.668,-333.984,-24.902,0
1664548780.944,-43.945,-26.367,-319.824,-24.414,0
1664548780.947,-49.316,-22.949,-203.613,-40.527,0
1664548780.951,-53.711,-32.715,-344.238,-24.414,0
1664548780.955,-51.270,-25.879,-366.699,-16.602,0
1664548780.959,-48.340,-13.672,-49.316,-36.133,0
1664548780.963,-39.551,-22.461,-19.043,-33.691,0
1664548780.966,-57.129,-33.691,-192.383,-38.086,0
1664548780.970,-67.383,-30.762,-220.703,-42.969,0
1664548780.974,-55.176,-23.926,-128.418,-46.387,0
1664548780.978,-48.340,-33.691,-190.430,-45.898,0
1664548780.982,-48.340,-35.156,-259.277,-34.180,0
1664548780.986,-47.852,-28.809,-296.875,-29.297,0
1664548780.990,-48.340,-24.902,-244.141,-35.645,0
1664548780.993,-41.016,-28.809,-239.746,-35.645,0
1664548780.997,-44.434,-37.598,-357.910,-28.809,0
1664548781.001,-61.035,-26.367,-223.633,-46.875,0
1664548781.005,-58.105,-23.926,-202.148,-47.852,0
1664548781.009,-45.410,-31.250,-356.445,-37.598,0
1664548781.010,-46.875,-25.391,-282.715,-44.434,0
1664548781.014,-57.129,-20.996,-211.426,-51.758,0
1664548781.018,-63.477,-26.367,-307.129,-53.711,0
1664548781.022,-58.594,-28.320,-317.383,-41.992,0
1664548781.026,-42.480,-24.902,-303.711,-38.574,0
1664548781.030,-43.457,-25.879,-345.703,-44.434,0
1664548781.034,-61.523,-23.438,-309.082,-52.734,0
1664548781.037,-51.270,-27.832,-389.648,-39.062,0
1664548781.041,-36.133,-29.785,-418.945,-27.832,0
1664548781.045,-48.828,-14.160,-75.684,-46.387,0
1664548781.049,-52.246,-18.555,-42.969,-41.504,0
1664548781.053,-52.246,-31.738,-272.461,-38.086,0
1664548781.054,-46.387,-28.809,-247.559,-37.598,0
1664548781.058,-43.457,-24.414,-182.129,-40.039,0
1664548781.062,-54.688,-28.320,-248.047,-53.223,0
1664548781.066,-52.246,-26.367,-313.477,-46.875,0
1664548781.070,-33.203,-25.391,-334.961,-30.762,0
1664548781.074,-32.715,-27.832,-327.148,-34.180,0
1664548781.078,-53.223,-30.273,-356.445,-46.387,0
1664548781.081,-61.523,-30.762,-380.371,-35.645,0
1664548781.085,-58.105,-22.461,-250.488,-40.039,0
1664548781.089,-54.199,-25.391,-208.496,-48.828,0
1664548781.093,-59.082,-38.086,-342.773,-45.410,0
1664548781.097,-67.871,-29.785,-352.539,-49.805,0
1664548781.105,-57.617,-19.531,-273.438,-46.387,0
1664548781.109,-38.574,-24.902,-274.902,-35.645,0
1664548781.113,-39.062,-29.785,-327.637,-33.691,0
1664548781.117,-50.781,-30.762,-358.887,-41.504,0
1664548781.121,-54.688,-25.879,-336.426,-52.734,0
1664548781.125,-47.363,-32.715,-357.910,-50.781,0
1664548781.129,-38.574,-42.480,-463.867,-24.414,0
