timestamps,TP9,AF7,AF8,TP10
1664462263.154,-19.531,-23.438,36.621,-12.207,0
1664462263.158,-23.438,-25.879,45.410,-26.367,0
1664462263.160,-42.480,-28.809,51.758,-41.504,0
1664462263.164,-37.598,-27.344,57.129,-38.574,0
1664462263.168,4.883,-27.344,59.570,-6.836,0
1664462263.172,14.160,-26.855,52.246,15.137,0
1664462263.176,-16.113,-24.902,49.316,2.441,71
1664462263.180,-30.273,-27.832,47.363,-15.137,0
1664462263.184,-21.973,-29.785,46.875,-7.812,0
1664462263.187,-5.371,-25.879,46.875,4.395,0
1664462263.191,-15.137,-22.949,44.434,11.719,0
1664462263.195,-14.160,-23.438,49.316,20.996,0
1664462263.199,0.488,-22.461,60.547,12.695,0
1664462263.203,17.578,-20.508,59.082,17.090,0
1664462263.205,16.113,-22.949,48.828,17.090,0
1664462263.209,-0.488,-24.414,52.734,9.766,0
1664462263.213,-1.465,-25.879,57.129,13.672,0
1664462263.217,22.949,-26.367,51.758,26.855,0
1664462263.221,16.113,-23.926,55.664,19.531,0
1664462263.225,-5.371,-24.414,45.410,7.812,0
1664462263.229,-11.230,-25.879,37.598,7.812,0
1664462263.232,9.766,-28.320,51.758,13.672,0
1664462263.236,8.789,-31.738,37.109,20.020,0
1664462263.240,-20.020,-30.273,49.805,5.371,0
1664462263.244,-20.020,-28.320,62.988,-1.953,0
1664462263.248,-2.930,-29.785,47.852,8.789,0
1664462263.250,-0.488,-29.297,43.945,-1.465,0
1664462263.254,-28.320,-31.250,39.551,-23.438,0
1664462263.258,-34.668,-33.203,41.016,-21.484,0
1664462263.262,-21.973,-33.203,42.480,-2.930,0
1664462263.266,-6.348,-35.156,42.969,6.836,0
1664462263.270,-23.926,-35.156,40.039,-9.277,0
1664462263.274,-33.203,-29.297,34.668,-15.625,0
1664462263.277,-21.973,-25.879,33.203,0.000,0
1664462263.281,-12.695,-33.203,43.457,-2.930,0
1664462263.285,-12.695,-32.715,53.711,-22.461,0
1664462263.289,-18.066,-28.320,51.758,-20.020,0
1664462263.293,-27.832,-34.668,47.363,-18.555,0
1664462263.295,-10.742,-40.527,49.316,-17.090,0
1664462263.299,3.418,-38.086,47.363,-12.207,0
1664462263.303,-16.113,-37.598,50.293,-14.160,0
1664462263.307,-11.719,-32.715,49.316,-13.672,0
1664462263.311,-1.953,-30.762,34.180,-7.324,0
1664462263.315,8.789,-28.320,36.133,5.859,0
1664462263.319,2.441,-20.996,49.316,11.230,0
1664462263.322,-11.719,-30.273,44.922,19.531,0
1664462263.326,-13.672,-38.574,41.016,7.812,0
1664462263.330,-8.301,-35.156,37.598,-9.766,0
1664462263.334,-20.020,-30.273,32.715,-24.414,0
1664462263.338,-20.508,-29.785,35.645,-22.461,0
1664462263.341,-12.207,-33.691,40.527,-13.184,0
1664462263.345,5.859,-33.203,39.551,-4.395,0
1664462263.349,0.977,-24.414,37.109,-8.301,0
1664462263.353,-17.090,-20.020,36.133,-15.625,0
1664462263.357,-14.160,-21.484,23.438,-12.207,0
1664462263.361,1.953,-24.902,20.020,-1.465,0
1664462263.365,-2.441,-32.715,29.297,3.906,0
1664462263.368,-26.367,-32.715,34.180,-10.742,0
1664462263.372,-32.715,-33.203,34.668,-26.367,0
1664462263.376,-22.461,-35.156,28.809,-20.508,0
1664462263.380,-11.719,-34.180,30.273,-2.441,0
1664462263.384,-30.762,-32.227,36.133,-10.742,0
1664462263.408,-30.273,-27.344,39.062,-26.855,0
1664462263.412,-14.160,-20.996,23.926,-24.414,0
1664462263.416,-0.488,-19.531,9.277,-8.301,0
1664462263.420,-13.672,-27.832,22.949,-13.672,0
1664462263.424,-28.320,-31.738,46.387,-26.855,0
1664462263.428,-25.879,-31.250,49.316,-19.043,0
1664462263.432,-7.812,-28.320,43.457,-0.488,0
1664462263.435,-10.742,-35.645,49.316,-10.742,0
1664462263.439,-19.531,-34.180,43.457,-16.602,0
1664462263.443,-16.602,-27.832,30.273,-12.207,0
1664462263.447,-30.762,-35.156,30.762,-24.902,0
1664462263.451,-53.711,-39.551,40.527,-51.270,0
1664462263.430,-75.684,-39.551,41.504,-70.312,0
1664462263.434,-82.520,-39.062,36.621,-67.871,0
1664462263.438,-83.008,-41.016,25.879,-56.152,0
1664462263.442,-73.242,-47.363,27.832,-55.176,0
1664462263.446,-83.984,-50.293,41.016,-68.359,0
1664462263.450,-90.820,-45.410,50.781,-63.477,0
1664462263.454,-88.379,-46.875,49.316,-56.152,0
1664462263.457,-62.500,-44.922,40.527,-51.270,0
1664462263.461,-59.082,-36.133,42.480,-51.758,0
1664462263.465,-68.848,-39.551,33.691,-56.152,0
1664462263.469,-63.965,-43.457,37.109,-55.664,0
1664462263.473,-45.898,-42.969,33.691,-48.828,0
1664462263.490,-36.133,-39.551,28.320,-42.480,0
1664462263.494,-50.293,-36.621,41.016,-33.691,0
1664462263.498,-47.852,-40.527,48.340,-33.691,0
1664462263.502,-31.738,-37.598,50.293,-38.574,0
1664462263.506,-22.949,-30.762,47.363,-21.973,0
1664462263.510,-41.504,-35.156,41.016,-22.949,0
1664462263.514,-45.410,-36.621,39.062,-32.227,0
1664462263.517,-28.809,-31.738,46.875,-32.715,0
1664462263.521,-14.160,-28.320,42.969,-21.484,0
1664462263.525,-28.320,-22.949,26.367,-15.625,0
1664462263.529,-37.109,-20.996,32.715,-26.367,0
1664462263.533,-26.367,-26.855,43.457,-31.250,0
1664462263.535,-7.324,-26.855,44.922,-25.391,0
1664462263.539,-20.996,-21.484,54.688,-23.926,0
1664462263.543,-39.062,-20.996,54.199,-25.391,0
1664462263.547,-39.551,-25.879,39.062,-28.809,0
1664462263.551,-28.809,-34.180,34.180,-35.645,0
1664462263.555,-29.785,-40.039,37.598,-39.062,0
1664462263.559,-52.246,-35.645,37.109,-44.434,0
1664462263.562,-50.781,-27.832,30.273,-38.574,0
1664462263.566,-29.785,-26.367,25.879,-20.996,0
1664462263.570,-18.555,-28.320,36.133,-15.137,0
1664462263.574,-34.668,-29.785,53.223,-34.180,0
1664462263.578,-39.062,-29.297,50.781,-34.180,0
1664462263.580,-30.273,-22.949,48.828,-22.949,0
1664462263.584,-15.625,-24.902,57.617,-20.020,0
1664462263.588,-28.320,-35.645,52.246,-29.297,0
1664462263.592,-35.645,-33.691,50.293,-23.926,0
1664462263.596,-21.484,-27.832,46.875,-10.254,0
1664462263.600,-11.230,-26.855,33.203,-4.395,0
1664462263.604,-24.902,-28.809,38.086,-14.648,0
1664462263.607,-37.598,-31.738,39.062,-15.137,0
1664462263.611,-43.457,-36.133,31.250,1.953,0
1664462263.615,-22.461,-34.668,51.758,4.883,0
1664462263.619,-7.812,-34.668,64.941,-5.859,0
1664462263.623,-16.113,-28.809,53.711,-7.324,0
1664462263.626,-1.953,-17.090,54.199,3.906,0
1664462263.630,7.812,-18.555,49.805,-4.395,0
1664462263.634,-13.672,-32.227,38.574,-14.648,0
1664462263.638,-39.551,-36.133,41.992,-11.230,0
1664462263.642,-40.527,-38.574,53.223,-9.766,0
1664462263.646,-35.156,-38.086,50.293,-4.395,0
1664462263.650,-19.531,-36.133,44.434,4.883,0
1664462263.653,-26.367,-37.598,47.852,7.324,0
1664462263.657,-41.016,-37.109,55.176,7.324,0
1664462263.661,-36.621,-32.227,67.871,-12.695,0
1664462263.665,-4.883,-24.902,66.895,-5.859,0
1664462263.669,-5.371,-26.855,57.617,0.488,0
1664462263.670,-38.086,-35.156,53.711,-14.648,0
1664462263.674,-37.598,-37.109,54.199,-14.160,0
1664462263.678,-10.742,-35.645,55.664,-2.441,0
1664462263.682,-0.977,-35.156,56.152,-3.906,0
1664462263.686,-16.113,-35.156,62.988,-18.555,0
1664462263.690,-28.809,-33.203,63.477,-17.578,0
1664462263.694,-28.809,-33.203,55.176,-14.648,0
1664462263.697,-18.066,-35.156,47.363,5.371,0
1664462263.701,-23.926,-27.832,54.688,-1.953,0
1664462263.705,-31.250,-25.391,58.105,-14.648,0
1664462263.709,-19.043,-24.902,53.223,-3.418,0
1664462263.713,10.742,-22.461,62.500,10.254,0
1664462263.716,-7.324,-25.879,65.430,-5.859,0
1664462263.720,-24.414,-26.855,64.453,-21.484,0
1664462263.724,-17.090,-24.414,62.012,-13.672,0
1664462263.728,3.418,-20.508,59.082,1.465,0
1664462263.732,0.000,-24.902,59.082,-4.883,0
1664462263.736,-24.902,-26.367,48.828,-10.742,0
1664462263.740,-20.020,-18.555,41.016,-3.906,0
1664462263.743,-2.441,-22.461,46.387,-3.906,0
1664462263.747,-0.977,-31.250,49.805,-12.695,0
1664462263.751,-20.996,-34.180,53.223,-25.391,0
1664462263.755,-23.438,-31.738,43.945,-11.719,0
1664462263.759,-13.672,-26.367,37.109,1.953,0
1664462263.760,4.395,-23.926,45.898,3.906,0
1664462263.764,-14.160,-25.391,48.828,-5.371,0
1664462263.768,-32.227,-29.785,46.875,-15.137,0
1664462263.772,-25.391,-32.227,39.551,-20.508,0
1664462263.776,-6.836,-23.438,47.852,-4.395,0
1664462263.780,-16.113,-23.926,51.758,-0.977,0
1664462263.784,-44.434,-32.227,33.203,2.441,0
1664462263.787,-38.086,-26.367,49.316,3.906,0
1664462263.791,-10.254,-21.484,60.547,-3.906,0
1664462263.795,-20.020,-24.414,46.875,-1.953,0
1664462263.799,-42.480,-28.320,42.969,-7.812,0
1664462263.803,-41.016,-33.691,45.898,-4.395,0
1664462263.820,-22.461,-33.203,37.109,-2.441,0
1664462263.824,-12.207,-31.250,36.133,-6.348,0
1664462263.828,-29.785,-31.250,48.828,-11.719,0
1664462263.832,-36.621,-32.227,51.270,-23.438,0
1664462263.836,-29.785,-34.180,49.805,-20.996,0
1664462263.840,-17.090,-29.785,46.875,0.000,0
1664462263.844,-31.250,-33.691,45.898,-6.836,0
1664462263.847,-49.316,-38.086,50.293,-19.531,0
1664462263.851,-48.340,-34.180,42.969,-20.508,0
1664462263.855,-18.555,-27.832,34.668,-12.207,0
1664462263.859,-16.602,-25.879,44.434,-10.254,0
1664462263.863,-33.691,-28.320,50.293,-15.137,0
1664462263.866,-25.879,-20.020,51.758,-16.113,0
1664462263.870,-8.301,-16.113,58.594,-17.578,0
1664462263.874,-17.578,-27.344,58.105,-25.391,0
1664462263.878,-40.527,-31.250,53.223,-33.203,0
1664462263.882,-36.621,-30.273,45.410,-23.926,0
1664462263.886,-21.973,-32.227,46.875,-3.418,0
1664462263.890,-11.719,-32.715,48.828,1.953,0
1664462263.893,-25.391,-33.691,41.016,-17.578,0
1664462263.897,-30.273,-27.832,41.992,-22.461,0
1664462263.901,-22.949,-24.902,39.062,0.977,0
1664462263.905,-7.812,-30.273,47.363,-1.953,0
1664462263.909,-22.461,-25.879,49.316,-19.531,0
1664462263.911,-37.598,-28.809,51.758,-20.020,0
1664462263.915,-33.203,-36.621,52.734,-18.066,0
1664462263.919,-18.555,-35.645,45.410,-13.672,0
1664462263.923,-23.926,-31.250,49.316,-14.160,0
1664462263.927,-38.574,-29.785,49.316,-16.602,0
1664462263.931,-31.738,-27.832,33.203,-12.695,0
1664462263.935,-9.277,-24.414,34.668,-6.348,0
1664462263.938,-12.695,-23.926,47.852,-10.742,0
1664462263.942,-35.645,-22.949,42.480,-9.766,0
1664462263.946,-33.691,-23.926,41.504,-0.488,0
1664462263.950,-23.926,-30.762,50.781,-7.812,0
1664462263.954,-13.184,-32.715,48.828,-8.789,0
1664462263.956,-34.668,-33.203,44.434,-20.996,0
1664462263.960,-43.945,-33.203,41.504,-26.855,0
1664462263.964,-33.203,-32.227,46.875,-20.996,0
1664462263.968,-2.930,-32.715,44.434,-1.465,0
1664462263.972,-0.488,-36.133,41.016,2.441,0
1664462263.976,-24.414,-34.180,41.016,-17.090,0
1664462263.980,-28.320,-26.855,35.156,-35.156,0
1664462263.983,-17.578,-22.461,31.738,-25.879,0
1664462263.987,-18.066,-19.531,34.180,-5.371,0
1664462263.991,-25.879,-15.625,40.039,-13.184,0
1664462263.995,-33.203,-20.020,36.133,-20.996,0
1664462263.999,-22.461,-26.367,36.133,-28.809,0
1664462264.002,-20.996,-25.879,30.762,-32.715,0
1664462264.006,-40.527,-23.438,30.762,-37.109,0
1664462264.010,-39.551,-25.879,37.598,-36.133,0
1664462264.014,-21.973,-24.902,31.250,-19.531,0
1664462264.018,-3.418,-22.949,22.949,-4.395,0
1664462264.022,-25.391,-25.879,25.391,-11.230,0
1664462264.026,-36.621,-27.344,35.645,-23.438,0
1664462264.029,-30.762,-25.391,41.992,-18.066,0
1664462264.033,-15.625,-30.762,42.480,-6.348,0
1664462264.037,-18.555,-29.785,52.734,-16.602,0
1664462264.041,-33.691,-24.414,42.480,-20.020,0
1664462264.045,-33.203,-25.879,30.273,-17.578,0
1664462264.046,-11.719,-28.320,41.016,-14.160,0
1664462264.050,-8.301,-27.832,49.805,-11.719,0
1664462264.054,-31.250,-23.926,41.992,-19.043,0
1664462264.058,-33.203,-28.809,30.762,-20.508,0
1664462264.062,-19.043,-35.645,40.039,-12.695,0
1664462264.066,-15.625,-35.156,43.457,-15.137,0
1664462264.070,-33.203,-33.691,41.992,-26.367,0
1664462264.073,-44.922,-32.715,37.109,-22.949,0
1664462264.077,-28.320,-25.879,48.340,-19.043,0
1664462264.081,1.465,-21.973,62.500,-12.695,0
1664462264.085,-22.461,-29.785,54.199,-22.949,0
1664462264.089,-39.551,-33.203,43.945,-33.203,0
1664462264.091,-31.738,-31.250,41.992,-22.461,0
1664462264.095,-13.672,-27.832,41.016,-8.789,0
1664462264.099,-23.438,-25.879,34.668,-7.324,0
1664462264.103,-41.016,-26.855,40.527,-8.789,0
1664462264.107,-34.180,-22.949,46.387,-11.230,0
1664462264.111,-12.695,-22.461,38.574,-7.812,0
1664462264.115,-5.371,-27.344,39.551,0.977,0
1664462264.118,-20.020,-25.879,52.734,2.441,0
1664462264.122,-18.555,-25.391,61.035,-3.418,0
1664462264.126,-4.883,-23.438,56.641,-10.254,0
1664462264.130,-3.906,-21.973,48.340,-15.625,0
1664462264.134,-22.949,-21.973,48.340,-19.043,0
1664462264.136,-26.367,-25.391,44.922,-19.043,0
1664462264.140,-25.879,-34.180,32.715,-21.973,0
1664462264.144,-11.719,-30.762,27.832,-12.207,0
1664462264.148,-19.043,-28.809,31.738,-9.277,0
1664462264.152,-31.250,-34.668,32.715,-25.391,0
1664462264.156,-24.902,-35.156,29.297,-21.973,0
1664462264.160,-9.766,-32.715,30.762,-1.465,0
1664462264.163,-14.648,-27.344,42.480,-13.672,0
1664462264.167,-26.367,-24.414,47.363,-23.926,0
1664462264.171,-25.879,-27.344,46.387,-18.555,0
1664462264.175,-6.348,-28.320,41.992,-6.836,0
1664462264.179,-1.465,-20.996,36.621,-5.371,0
1664462264.180,-25.391,-14.648,41.504,-17.578,0
1664462264.184,-28.809,-20.508,41.016,-21.484,0
1664462264.188,-14.648,-27.344,33.691,-15.137,0
1664462264.192,-7.812,-29.297,31.738,-8.789,0
1664462264.196,-29.785,-25.879,36.133,-16.602,0
1664462264.200,-44.922,-28.809,33.203,-17.578,0
1664462264.204,-40.527,-36.621,32.227,-23.438,0
1664462264.207,-16.602,-33.691,40.527,-17.578,0
1664462264.211,-26.367,-31.250,43.457,-16.602,0
1664462264.215,-45.410,-36.621,32.715,-27.832,0
1664462264.219,-33.203,-37.598,31.250,-28.320,0
1664462264.223,-11.230,-36.621,38.086,-21.973,0
1664462264.241,-20.996,-33.203,39.062,-16.602,0
1664462264.245,-34.180,-20.508,29.297,-7.324,0
1664462264.249,-32.227,-21.484,34.668,-4.883,0
1664462264.253,-24.414,-36.621,47.852,-11.719,0
1664462264.257,-21.973,-36.621,43.945,-20.020,0
1664462264.261,-40.527,-31.250,45.410,-23.926,0
1664462264.265,-43.457,-33.203,49.316,-29.297,0
1664462264.268,-31.250,-26.855,46.875,-21.973,0
1664462264.272,-23.926,-24.902,40.527,-14.160,0
1664462264.276,-43.457,-29.785,36.133,-21.973,0
1664462264.280,-49.316,-30.762,47.363,-44.922,0
1664462264.284,-40.039,-32.227,41.016,-47.852,0
1664462264.285,-22.949,-37.598,28.809,-31.250,0
1664462264.289,-27.832,-29.785,40.527,-37.109,0
1664462264.293,-42.480,-27.832,36.133,-40.039,0
1664462264.297,-46.875,-36.621,20.020,-40.527,0
1664462264.301,-27.832,-40.039,31.738,-36.133,0
1664462264.305,-30.273,-37.109,38.086,-37.598,0
1664462264.309,-52.246,-31.250,41.016,-42.480,0
1664462264.312,-48.340,-30.273,44.434,-34.668,0
1664462264.316,-31.250,-31.738,37.109,-11.719,0
1664462264.320,-26.367,-34.180,38.574,-6.836,0
1664462264.324,-44.434,-32.227,50.781,-34.180,0
1664462264.328,-48.340,-34.180,48.828,-37.598,0
1664462264.331,-37.109,-35.645,43.945,-28.320,0
1664462264.335,-29.785,-31.250,43.457,-28.809,0
1664462264.339,-46.875,-34.180,41.504,-38.086,0
1664462264.343,-51.270,-37.109,46.387,-32.715,0
1664462264.347,-39.062,-30.762,52.734,-23.926,0
1664462264.351,-23.438,-31.738,52.246,-20.508,0
1664462264.355,-41.992,-37.109,54.688,-29.785,0
1664462264.358,-59.082,-34.668,47.363,-38.086,0
1664462264.362,-55.664,-31.738,26.367,-26.855,0
1664462264.366,-48.828,-34.668,34.668,-35.645,0
1664462264.370,-55.664,-35.156,46.875,-49.316,0
1664462264.374,-71.289,-32.715,47.363,-59.570,0
1664462264.376,-74.707,-32.227,41.016,-60.059,0
1664462264.380,-64.941,-26.367,32.227,-55.176,0
1664462264.384,-55.664,-21.973,33.691,-59.082,0
1664462264.388,-80.078,-21.484,43.457,-77.637,0
1664462264.392,-106.934,-28.809,52.246,-98.145,0
1664462264.396,-104.492,-34.180,51.758,-102.539,0
1664462264.400,-86.426,-28.809,49.316,-96.680,0
1664462264.403,-114.258,-31.250,47.852,-99.609,0
1664462264.407,-138.184,-37.598,52.246,-97.656,0
1664462264.411,-128.418,-34.668,65.918,-100.586,0
1664462264.415,-117.188,-37.109,58.594,-106.934,0
1664462264.419,-133.789,-39.551,48.828,-124.023,0
1664462264.421,-157.227,-38.086,47.363,-142.578,0
1664462264.425,-164.551,-37.598,42.969,-149.902,0
1664462264.429,-150.879,-42.480,48.828,-143.555,0
1664462264.433,-150.391,-44.922,46.875,-147.461,0
1664462264.437,-169.434,-40.527,42.969,-157.227,0
1664462264.441,-184.570,-39.551,43.457,-161.621,0
1664462264.445,-178.711,-45.410,39.551,-162.109,0
1664462264.448,-161.621,-49.805,30.762,-143.555,0
1664462264.452,-177.734,-50.781,40.527,-156.738,0
1664462264.456,-179.199,-47.363,43.945,-166.016,0
1664462264.460,-169.434,-47.363,48.828,-147.949,0
1664462264.464,-156.250,-45.410,57.129,-145.996,0
1664462264.466,-173.340,-47.363,40.039,-154.297,0
1664462264.470,-182.617,-52.734,42.480,-137.695,0
1664462264.474,-165.039,-50.781,49.316,-129.395,0
1664462264.478,-140.625,-54.199,41.504,-136.230,0
1664462264.482,-153.809,-58.105,36.621,-145.996,0
1664462264.486,-176.270,-58.105,37.109,-153.809,0
1664462264.490,-167.969,-54.199,40.527,-138.672,0
1664462264.493,-143.066,-54.688,42.480,-121.094,0
1664462264.497,-138.184,-53.223,34.180,-130.371,0
1664462264.501,-160.156,-48.340,29.785,-144.043,0
1664462264.505,-166.016,-51.270,35.645,-151.855,0
1664462264.509,-145.508,-49.805,46.387,-137.695,0
1664462264.512,-130.371,-50.293,52.734,-125.488,0
1664462264.516,-154.785,-55.664,51.270,-138.184,0
1664462264.520,-158.203,-57.129,52.734,-142.090,0
1664462264.524,-144.531,-54.688,50.293,-129.395,0
1664462264.528,-121.582,-47.363,43.457,-114.746,0
1664462264.532,-130.371,-44.922,40.527,-123.535,0
1664462264.536,-157.715,-53.223,38.086,-125.000,0
1664462264.539,-143.555,-55.664,50.781,-119.629,0
1664462264.543,-110.352,-52.734,56.641,-108.398,0
1664462264.547,-113.770,-50.293,46.875,-102.051,0
1664462264.551,-135.742,-52.734,46.875,-117.676,0
1664462264.555,-123.535,-51.758,46.387,-110.840,0
1664462264.556,-94.238,-47.363,37.598,-81.543,0
1664462264.560,-87.891,-48.828,40.527,-87.402,0
1664462264.564,-113.770,-49.805,44.434,-103.516,0
1664462264.568,-120.605,-48.828,41.504,-95.703,0
1664462264.572,-108.887,-49.316,46.875,-91.797,0
1664462264.576,-96.680,-47.363,41.504,-79.590,0
1664462264.580,-106.934,-45.898,41.016,-82.031,0
1664462264.583,-118.164,-45.410,45.898,-92.773,0
1664462264.587,-110.352,-49.316,44.434,-89.844,0
1664462264.591,-92.773,-55.664,41.016,-80.078,0
1664462264.595,-99.121,-58.594,36.621,-80.566,0
1664462264.599,-109.375,-53.223,36.621,-76.660,0
1664462264.645,-103.516,-49.805,33.203,-76.660,0
1664462264.649,-81.055,-51.758,29.297,-70.801,0
1664462264.653,-77.637,-56.152,36.621,-65.430,0
1664462264.657,-91.797,-58.105,48.828,-78.613,0
1664462264.661,-95.703,-53.711,41.992,-72.266,0
1664462264.665,-78.613,-48.340,24.902,-51.758,0
1664462264.669,-68.848,-45.898,29.297,-57.129,0
1664462264.672,-86.914,-42.480,43.945,-74.219,0
1664462264.676,-82.031,-39.551,52.246,-65.918,0
1664462264.680,-73.242,-44.434,51.270,-44.922,0
1664462264.684,-60.547,-46.387,59.082,-48.828,0
1664462264.688,-68.848,-48.828,55.176,-60.059,0
1664462264.661,-73.730,-46.875,46.875,-55.664,0
1664462264.665,-65.430,-46.875,48.340,-51.758,0
1664462264.669,-41.504,-41.504,53.223,-34.668,0
1664462264.673,-53.223,-39.062,57.617,-35.645,0
1664462264.677,-81.055,-45.898,46.875,-61.035,0
1664462264.681,-80.078,-49.805,32.715,-59.570,0
1664462264.685,-59.082,-49.805,38.574,-44.434,0
1664462264.688,-51.270,-50.293,39.062,-47.852,0
1664462264.692,-69.336,-48.828,28.809,-49.805,0
1664462264.696,-79.102,-47.363,40.039,-48.828,0
1664462264.700,-65.430,-51.758,44.922,-47.852,0
1664462264.704,-37.598,-48.340,33.691,-32.227,0
1664462264.706,-54.199,-46.387,30.273,-29.785,0
1664462264.710,-68.848,-54.688,40.039,-41.016,0
1664462264.714,-56.641,-53.223,44.434,-39.551,0
1664462264.718,-38.574,-48.828,42.480,-27.344,0
1664462264.722,-46.387,-49.316,43.945,-21.484,0
1664462264.726,-57.129,-44.434,42.480,-29.785,0
1664462264.730,-53.711,-43.457,38.574,-49.316,0
1664462264.733,-37.598,-51.758,37.598,-42.480,0
1664462264.737,-45.898,-53.711,26.855,-29.297,0
1664462264.741,-43.945,-46.387,35.645,-37.109,0
1664462264.745,-38.574,-44.434,41.992,-41.992,0
1664462264.749,-40.527,-49.316,36.133,-33.203,0
1664462264.751,-34.668,-51.270,36.621,-33.691,0
1664462264.755,-43.457,-44.922,40.527,-38.086,0
1664462264.759,-47.363,-37.109,37.598,-32.715,0
1664462264.763,-38.086,-39.062,33.203,-28.320,0
1664462264.767,-28.320,-42.480,30.273,-31.250,0
1664462264.771,-51.270,-45.410,27.344,-44.922,0
1664462264.775,-53.223,-46.875,24.414,-41.992,0
1664462264.778,-41.992,-45.898,18.555,-19.531,0
1664462264.782,-22.461,-43.945,32.227,-5.371,0
1664462264.786,-28.320,-39.062,47.852,-22.461,0
1664462264.790,-46.875,-41.992,39.551,-32.715,0
1664462264.794,-35.156,-45.410,30.762,-20.020,0
1664462264.796,-8.789,-42.480,33.691,-8.301,0
1664462264.800,-21.973,-36.133,28.809,-18.066,0
1664462264.804,-46.875,-31.738,24.414,-30.273,0
1664462264.808,-44.434,-32.715,29.785,-25.879,0
1664462264.812,-29.785,-36.621,25.391,-20.508,0
1664462264.816,-36.621,-42.480,19.531,-23.926,0
1664462264.820,-55.176,-43.945,24.414,-31.738,0
1664462264.823,-52.734,-41.016,20.020,-25.391,0
1664462264.827,-41.504,-44.922,20.996,-26.367,0
1664462264.831,-31.738,-49.805,33.203,-37.109,0
1664462264.835,-45.898,-49.316,35.156,-33.203,0
1664462264.839,-49.316,-43.457,35.645,-18.555,0
1664462264.841,-36.133,-41.992,35.645,-24.414,0
1664462264.845,-20.508,-41.992,31.250,-23.926,0
1664462264.849,-30.762,-42.969,25.391,-25.879,0
1664462264.853,-57.129,-54.199,18.555,-42.480,0
1664462264.857,-52.246,-55.664,24.902,-41.016,0
1664462264.861,-21.484,-52.246,30.762,-20.508,0
1664462264.865,-27.832,-50.293,22.461,-14.648,0
1664462264.868,-49.316,-48.340,22.461,-24.902,0
1664462264.872,-47.852,-45.898,33.203,-35.645,0
1664462264.876,-31.250,-40.039,35.156,-27.344,0
1664462264.880,-34.180,-44.434,26.855,-21.973,0
1664462264.884,-51.758,-41.992,25.879,-25.391,0
1664462264.886,-41.992,-35.645,41.504,-20.996,0
1664462264.890,-28.809,-37.109,41.504,-13.672,0
1664462264.894,-21.973,-34.180,31.738,-11.719,0
1664462264.898,-35.156,-33.203,36.133,-22.461,0
1664462264.902,-44.922,-36.621,43.457,-30.273,0
1664462264.906,-46.387,-48.340,36.621,-26.367,0
1664462264.910,-28.809,-50.781,26.367,-2.930,0
1664462264.913,-28.320,-43.945,34.668,-14.648,0
1664462264.917,-42.480,-51.758,38.574,-40.039,0
1664462264.921,-44.922,-57.129,32.715,-38.086,0
1664462264.925,-25.391,-49.805,31.738,-23.438,0
1664462264.929,-17.578,-47.363,36.133,-16.113,0
1664462264.930,-41.016,-53.223,40.039,-20.508,0
1664462264.934,-49.805,-57.129,37.109,-21.484,0
1664462264.938,-27.832,-51.270,30.762,-16.113,0
1664462264.942,-21.484,-48.828,27.832,-22.949,0
1664462264.946,-45.898,-47.363,35.645,-40.527,0
1664462264.950,-49.805,-44.922,34.668,-34.180,0
1664462264.954,-48.828,-46.875,32.715,-25.879,0
1664462264.957,-33.691,-41.504,32.227,-26.367,0
1664462264.961,-44.434,-42.480,36.621,-35.156,0
1664462264.965,-59.082,-45.410,39.551,-36.621,0
1664462264.969,-46.875,-39.062,40.527,-30.762,0
1664462264.973,-28.809,-40.039,48.340,-35.156,0
1664462264.991,-44.434,-45.410,45.898,-45.898,0
1664462264.995,-62.500,-45.898,42.969,-52.734,0
1664462264.999,-53.711,-39.551,52.246,-46.387,0
1664462265.003,-30.762,-47.852,49.805,-40.039,0
1664462265.007,-31.250,-58.105,48.340,-36.133,0
1664462265.011,-58.594,-56.641,42.480,-41.504,0
1664462265.015,-66.406,-56.152,36.133,-55.176,0
1664462265.018,-48.340,-49.316,40.527,-46.875,0
1664462265.022,-31.738,-48.340,45.898,-21.484,0
1664462265.026,-51.758,-51.270,48.828,-11.230,0
1664462265.030,-52.246,-50.781,52.734,-20.996,0
1664462265.034,-30.762,-49.316,53.223,-15.137,0
1664462265.035,-17.090,-48.340,50.293,6.348,0
1664462265.039,-29.785,-46.875,51.758,0.977,0
1664462265.043,-38.086,-40.527,44.922,-9.766,0
1664462265.047,-33.203,-37.109,39.551,-14.160,0
1664462265.051,-20.996,-37.598,37.598,-10.254,0
1664462265.055,-33.691,-36.133,31.738,-16.602,0
1664462265.059,-50.781,-31.738,33.203,-22.949,0
1664462265.062,-48.340,-25.879,34.180,-18.555,0
1664462265.066,-27.832,-27.344,32.227,-8.789,0
1664462265.070,-32.227,-37.598,36.133,-16.113,0
1664462265.074,-49.316,-42.969,31.738,-28.320,0
1664462265.078,-40.527,-41.504,34.180,-18.066,0
1664462265.080,-37.109,-44.922,38.086,-22.461,0
1664462265.084,-34.668,-46.387,37.109,-30.762,0
1664462265.088,-44.922,-42.969,35.645,-33.203,0
1664462265.092,-49.316,-45.410,31.250,-25.391,0
1664462265.096,-44.922,-46.875,34.668,-17.578,0
1664462265.100,-31.738,-49.805,38.574,-16.113,0
1664462265.104,-42.480,-52.246,35.645,-23.926,0
