type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,right,,1.242508600000292,red,red,1627317326.818366
concordant,none,,-1.0,yellow,yellow,1627317328.8429294
concordant,right,,0.5608266999479383,red,red,1627317330.8539808
concordant,left,,0.8908443000400439,green,green,1627317332.8738375
concordant,right,,0.5615546000190079,red,red,1627317334.888248
concordant,down,,0.3904196999501437,yellow,yellow,1627317336.9003923
concordant,left,,0.4715489000082016,green,green,1627317338.9131944
concordant,down,,0.6839667999884114,yellow,yellow,1627317340.9257898
concordant,left,,0.5089606000110507,green,green,1627317342.9370255
concordant,right,,0.373611000017263,red,red,1627317344.947579
concordant,left,,0.4794319999637082,green,green,1627317346.9604518
concordant,down,,0.3243658000137657,yellow,yellow,1627317348.973053
concordant,right,,0.32857519993558526,red,red,1627317350.9852471
concordant,down,,0.4272863999940455,yellow,yellow,1627317352.999742
concordant,right,,0.3823951999656856,red,red,1627317355.0104659
concordant,left,,0.3995240000076592,green,green,1627317357.0218148
concordant,down,,0.5532397000351921,yellow,yellow,1627317359.0346532
concordant,right,,0.36724430008325726,red,red,1627317361.0492988
concordant,left,,0.43997279996983707,green,green,1627317363.0619133
concordant,right,,0.4138840999221429,red,red,1627317365.0719717
concordant,down,,0.3378084999276325,yellow,yellow,1627317367.0851154
concordant,none,,-1.0,red,red,1627317369.0962665
concordant,left,,0.5143434000201523,green,green,1627317371.1104882
concordant,down,,0.3336058999411762,yellow,yellow,1627317373.1231067
concordant,right,,0.38317179994191974,red,red,1627317375.1357222
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,left,,1.0142928001005203,green,yellow,1627317460.7361546
discordant,down,,0.6472398999612778,yellow,red,1627317462.7575128
discordant,left,,0.5221921999473125,green,yellow,1627317464.7687552
discordant,down,,0.6288258999120444,yellow,red,1627317466.7804246
discordant,left,,0.4636505999369547,green,yellow,1627317468.7953155
discordant,right,,0.6542808000231162,yellow,red,1627317470.809153
discordant,right,,0.6392565999412909,red,green,1627317472.8276412
discordant,down,,0.8483424000442028,yellow,red,1627317474.8417792
discordant,right,,0.723178300075233,red,yellow,1627317476.8565302
discordant,left,,0.39332559995818883,green,red,1627317478.8699973
discordant,down,,0.523619299987331,yellow,green,1627317480.8825002
discordant,left,,0.5392794000217691,green,yellow,1627317482.896136
discordant,down,,0.7280998000642285,yellow,green,1627317484.9089322
discordant,right,,0.357134300051257,red,yellow,1627317486.9222627
discordant,left,,0.4475638000294566,green,red,1627317488.9337878
discordant,right,,0.40904449997469783,red,yellow,1627317490.9448442
discordant,down,,0.6606486999662593,yellow,green,1627317492.957852
discordant,left,,0.5294519000453874,green,yellow,1627317494.971096
discordant,right,,0.352255400037393,red,green,1627317496.9844725
discordant,down,,0.3176670999964699,yellow,red,1627317498.9951637
discordant,left,,0.348325900034979,green,yellow,1627317501.0079
discordant,right,,0.3761002999963239,red,green,1627317503.0180202
discordant,left,,0.3987124999985099,green,yellow,1627317505.032953
discordant,right,,0.4886310000438243,red,green,1627317507.0468364
discordant,down,,0.3502400000579655,yellow,red,1627317509.0597472
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,0.874599099974148,yellow,yellow,1627317590.5580077
concordant,right,,0.3321982999332249,red,red,1627317592.5709238
concordant,left,,0.3255555999930948,green,green,1627317594.5819237
concordant,down,,0.3698657000204548,yellow,yellow,1627317596.5967226
concordant,right,,0.31635520001873374,green,green,1627317598.607815
concordant,right,,0.5415459999348968,red,red,1627317600.6203363
concordant,left,,0.40614520001690835,green,green,1627317602.6315675
concordant,right,,0.5481252999743447,red,red,1627317604.6444502
concordant,down,,0.6770215999567881,yellow,yellow,1627317606.6555703
concordant,right,,0.538324199966155,red,red,1627317608.6668806
concordant,down,,0.5333874999778345,yellow,yellow,1627317610.6803904
concordant,right,,0.4139302000403404,red,red,1627317612.6937037
concordant,down,,0.535903999931179,yellow,yellow,1627317614.707585
concordant,left,,0.4118236000649631,green,green,1627317616.7211084
concordant,down,,0.399047699989751,yellow,yellow,1627317618.7335246
concordant,left,,0.5829276000149548,green,green,1627317620.745527
concordant,right,,0.5905658999690786,red,red,1627317622.7577715
concordant,down,,0.3812908000545576,yellow,yellow,1627317624.7738767
concordant,right,,0.40546280005946755,red,red,1627317626.7874653
concordant,left,,0.39081799995619804,green,green,1627317628.8002727
concordant,down,,0.524166899966076,yellow,yellow,1627317630.8131382
concordant,right,,0.465506499982439,red,red,1627317632.8257957
concordant,down,,0.4820324000902474,yellow,yellow,1627317634.8439553
concordant,left,,0.3509297000709921,green,green,1627317636.854962
concordant,right,,0.5713463999563828,red,red,1627317638.8668973
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,left,,0.8393451999872923,green,red,1627317718.851384
discordant,right,,0.3583208000054583,red,yellow,1627317720.8632886
discordant,left,,0.37444290006533265,green,red,1627317722.8760474
discordant,right,,0.41836880007758737,red,yellow,1627317724.8871803
discordant,down,,0.5618234999710694,yellow,green,1627317726.8996866
discordant,right,,0.4936325999442488,red,yellow,1627317728.9138997
discordant,down,,0.5117681999690831,yellow,green,1627317730.925333
discordant,right,,0.44324709998909384,red,yellow,1627317732.93545
discordant,left,,0.44123350002337247,green,red,1627317734.948354
discordant,right,,0.3487338999984786,red,yellow,1627317736.962638
discordant,down,,0.5705439000157639,yellow,green,1627317738.977775
discordant,left,,0.5478747000452131,green,yellow,1627317740.9890015
discordant,right,,0.496378600015305,red,green,1627317743.000388
discordant,left,,0.40445259993430227,green,red,1627317745.0118647
discordant,down,,0.3381253000115976,yellow,green,1627317747.0243254
discordant,left,,0.33822669996879995,green,red,1627317749.0367372
discordant,down,,0.3728377999505028,yellow,green,1627317751.0493138
discordant,left,,0.4659409000305459,green,yellow,1627317753.0610607
discordant,down,,0.3955715000629425,yellow,red,1627317755.074006
discordant,right,,0.33169280004221946,red,green,1627317757.0887136
discordant,down,,0.4811327999923378,yellow,red,1627317759.100628
discordant,left,,0.4188814000226557,green,yellow,1627317761.1120875
discordant,right,,0.69606600003317,red,green,1627317763.1240523
discordant,down,,0.5288104000501335,yellow,red,1627317765.1344306
discordant,left,,0.2982320999726653,green,yellow,1627317767.1471927
