type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,0.7358881999971345,yellow,yellow,1623780772.6636825
concordant,left,,0.5434998999990057,green,green,1623780774.6835158
concordant,right,,0.38861209999595303,red,red,1623780776.7009993
concordant,down,,0.5478214000031585,yellow,yellow,1623780778.7126296
concordant,right,,0.6639504000049783,red,red,1623780780.7248383
concordant,left,,0.5391117999970447,green,green,1623780782.735369
concordant,right,,0.6809652000083588,red,red,1623780784.7497938
concordant,left,,0.5308155999955488,green,green,1623780786.7620323
concordant,right,,0.4770336999936262,red,red,1623780788.7730258
concordant,down,,0.5287727000104496,yellow,yellow,1623780790.7832146
concordant,right,,0.4881857000000309,red,red,1623780792.796286
concordant,left,,0.5354428999999072,green,green,1623780794.80923
concordant,right,,0.5024874999944586,red,red,1623780796.8191285
concordant,down,,0.5123514000006253,yellow,yellow,1623780798.8299165
concordant,left,,0.5438754000060726,green,green,1623780800.8411152
concordant,right,,0.5184336000093026,red,red,1623780802.8537989
concordant,down,,0.5542827000026591,yellow,yellow,1623780804.8679044
concordant,left,,0.4429041999974288,green,green,1623780806.880383
concordant,down,,0.5417440000019269,yellow,yellow,1623780808.891615
concordant,left,,0.5296722999919439,green,green,1623780810.9028854
concordant,right,,0.5075698000000557,red,red,1623780812.9156365
concordant,down,,0.6187522999971407,yellow,yellow,1623780814.925765
concordant,left,,0.5070063999883132,green,green,1623780816.9382076
concordant,down,,0.5768547000043327,yellow,yellow,1623780818.9491386
concordant,right,,0.44236659999296535,red,red,1623780820.9592378
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,down,,0.674868999994942,yellow,red,1623780903.9416523
discordant,left,,0.6764811000030022,red,green,1623780905.9605443
discordant,down,,0.8384130000049481,yellow,red,1623780907.9711528
discordant,right,,0.6342826000036439,red,green,1623780909.981771
discordant,down,,1.0142440000054194,yellow,red,1623780912.002946
discordant,left,,0.5585687999991933,green,yellow,1623780914.031355
discordant,down,,0.7086486000043806,yellow,red,1623780916.0408373
discordant,left,,0.5748339999991003,green,yellow,1623780918.0519435
discordant,right,,0.7137713999982225,red,green,1623780920.0633469
discordant,left,,0.9292691000009654,green,red,1623780922.0763285
discordant,down,,0.5731603000022005,yellow,green,1623780924.0853183
discordant,left,,0.6912417999992613,green,red,1623780926.0961432
discordant,down,,0.5932391000096686,yellow,green,1623780928.112811
discordant,left,,0.5535254999995232,green,yellow,1623780930.1246557
discordant,right,,0.6801533999969251,red,green,1623780932.1381485
discordant,down,,0.6000751999963541,yellow,red,1623780934.1484883
discordant,left,,0.5271206000033999,red,green,1623780936.1619875
discordant,down,,0.6606559999927413,yellow,red,1623780938.1730025
discordant,left,,0.6737322999979369,green,yellow,1623780940.1855116
discordant,down,,0.6230222000012873,yellow,green,1623780942.198751
discordant,right,,0.4094944999960717,red,yellow,1623780944.209443
discordant,left,,0.5363171999924816,green,red,1623780946.2213016
discordant,down,,0.5363023000099929,yellow,green,1623780948.2335532
discordant,right,,0.4959112000069581,red,yellow,1623780950.2466037
discordant,left,,0.6341744999954244,green,red,1623780952.2568188
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,0.8249469000002136,yellow,yellow,1623781030.1343522
concordant,right,,0.5249686000024667,red,red,1623781032.1488872
concordant,left,,0.4574450999934925,green,green,1623781034.1583946
concordant,right,,0.48575579999305774,red,red,1623781036.1777143
concordant,down,,0.4969502000021748,yellow,yellow,1623781038.187091
concordant,right,,0.5778065000049537,red,red,1623781040.1977367
concordant,left,,0.524663900010637,yellow,yellow,1623781042.2080867
concordant,left,,0.8778377999988152,green,green,1623781044.21832
concordant,right,,0.6091693000053056,red,red,1623781046.2321007
concordant,left,,0.8484192000032635,green,green,1623781048.247604
concordant,right,,0.48587589999078773,red,red,1623781050.258446
concordant,left,,0.49636230000760406,green,green,1623781052.2683036
concordant,down,,0.4735545000003185,yellow,yellow,1623781054.279583
concordant,right,,0.5420431000093231,red,red,1623781056.2909222
concordant,down,,0.5901210000010906,yellow,yellow,1623781058.302416
concordant,left,,0.5631514999986393,green,green,1623781060.313473
concordant,right,,0.5338951999874553,red,red,1623781062.322801
concordant,down,,0.8082584999938263,yellow,yellow,1623781064.3337958
concordant,right,,0.5403345999948215,red,red,1623781066.3466053
concordant,down,,0.584953300000052,yellow,yellow,1623781068.3575628
concordant,left,,0.5285526999941794,green,green,1623781070.373009
concordant,right,,0.49386329999833833,red,red,1623781072.3831275
concordant,left,,0.6096408000012161,green,green,1623781074.3964026
concordant,right,,0.5403022999962559,red,red,1623781076.4083686
concordant,left,,0.6196402000059607,green,green,1623781078.4207582
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,left,,0.6881066999922041,red,green,1623781156.3198695
discordant,down,,0.7586195000039879,yellow,red,1623781158.3316648
discordant,left,,0.7340956999978516,green,yellow,1623781160.3435018
discordant,right,,0.5511708999983966,red,green,1623781162.3629165
discordant,left,,0.54456680000294,green,red,1623781164.373738
discordant,right,,0.6919880000059493,red,green,1623781166.3872106
discordant,down,,0.5963893000007374,yellow,red,1623781168.3959491
discordant,left,,0.5422166000062134,green,yellow,1623781170.4088056
discordant,right,,0.8481399000011152,red,green,1623781172.4244525
discordant,down,,0.5079657999885967,yellow,red,1623781174.435713
discordant,left,,0.4107962999987649,green,yellow,1623781176.4463599
discordant,down,,0.7826639999984764,yellow,green,1623781178.4623911
discordant,left,,0.732519900004263,green,yellow,1623781180.4726653
discordant,right,,0.6300588000012795,red,green,1623781182.4848166
discordant,left,,0.6571344999974826,green,yellow,1623781184.4960027
discordant,down,,0.8226256000052672,yellow,red,1623781186.5104907
discordant,right,,0.6039719999971567,red,yellow,1623781188.520626
discordant,down,,0.6605410999909509,yellow,red,1623781190.5329912
discordant,right,,0.6589243000053102,red,yellow,1623781192.5463226
discordant,down,,0.6647399000066798,yellow,green,1623781194.55677
discordant,left,,0.521938499994576,green,yellow,1623781196.5685258
discordant,right,,0.984135899998364,red,green,1623781198.5852928
discordant,down,,0.6204545999935362,yellow,red,1623781200.6000786
discordant,left,,0.5839681999932509,red,green,1623781202.6104326
discordant,down,,0.7331361999968067,yellow,red,1623781204.6212952
