type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,none,,-1,green,green,1627407373.4016397
concordant,down,,1.2539802000392228,red,red,1627407375.4181373
concordant,left,,0.7414700000081211,green,green,1627407377.4302619
concordant,right,,0.8497536999639124,red,red,1627407379.444965
concordant,down,,0.6806476999772713,yellow,yellow,1627407381.476787
concordant,right,,0.6216795000946149,red,red,1627407383.4905002
concordant,down,,0.7453611999517307,yellow,yellow,1627407385.5050912
concordant,left,,0.45718000002671033,green,green,1627407387.5175197
concordant,down,,0.510167200001888,yellow,yellow,1627407389.5299559
concordant,left,,0.45595269999466836,green,green,1627407391.5437605
concordant,down,,0.5748738999245688,yellow,yellow,1627407393.5565357
concordant,right,,0.6526858999859542,red,red,1627407395.5730217
concordant,down,,0.6069347999291494,yellow,yellow,1627407397.587983
concordant,left,,0.9288608999922872,green,green,1627407399.6018903
concordant,down,,0.6530209999764338,yellow,yellow,1627407401.6128976
concordant,right,,0.44691539998166263,red,red,1627407403.6288626
concordant,down,,0.6069631999125704,yellow,yellow,1627407405.6422284
concordant,left,,0.5840623999247327,green,green,1627407407.6553426
concordant,down,,0.5952641000039876,red,red,1627407409.6702003
concordant,left,,0.5241232999833301,green,green,1627407411.6863382
concordant,right,,0.683203799999319,red,red,1627407413.699752
concordant,left,,0.7752864001085982,green,green,1627407415.714504
concordant,down,,0.6288424999220297,yellow,yellow,1627407417.72676
concordant,right,,0.8452706999378279,red,red,1627407419.742659
concordant,down,,0.5802574000554159,yellow,yellow,1627407421.7566984
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,none,,-1,yellow,red,1627407507.1111565
discordant,right,,1.4372750000329688,red,green,1627407509.1348338
discordant,down,,1.1882408000528812,yellow,red,1627407511.1466398
discordant,left,,0.94474279996939,green,yellow,1627407513.1780598
discordant,down,,0.9749618000350893,yellow,red,1627407515.193012
discordant,left,,0.7921529000159353,green,yellow,1627407517.2065916
discordant,right,,0.5874600999522954,red,green,1627407519.2194054
discordant,left,,0.9860395999858156,green,yellow,1627407521.231878
discordant,down,,0.8039371999911964,yellow,green,1627407523.2466915
discordant,left,,1.111885100021027,green,yellow,1627407525.259777
discordant,down,,1.0316062000347301,yellow,green,1627407527.2746727
discordant,left,,0.78807750006672,green,yellow,1627407529.2888446
discordant,right,,0.7850452000275254,red,green,1627407531.301998
discordant,down,,1.0046386999310926,yellow,red,1627407533.3188167
discordant,left,,0.9128661999711767,green,yellow,1627407535.3310049
discordant,down,,0.7605898999609053,yellow,red,1627407537.3429174
discordant,left,,0.5218223000410944,green,yellow,1627407539.3561416
discordant,down,,0.5506785999750718,yellow,red,1627407541.3725226
discordant,left,,0.5682996000396088,green,yellow,1627407543.3851867
discordant,right,,0.33959960006177425,red,green,1627407545.3994012
discordant,left,,0.7672534000594169,green,yellow,1627407547.4122005
discordant,down,,0.33516430004965514,yellow,red,1627407549.425089
discordant,right,,0.8035248999949545,red,green,1627407551.440218
discordant,left,,0.6046783999772742,green,red,1627407553.4530976
discordant,right,,0.4748228000244126,red,green,1627407555.4668138
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,down,,1.418163999915123,yellow,yellow,1627407635.8132107
concordant,right,,0.5864391999784857,red,red,1627407637.8246555
concordant,left,,0.5373056998942047,green,green,1627407639.839756
concordant,right,,0.6543656000867486,red,red,1627407641.8538854
concordant,down,,0.49670239991974086,yellow,yellow,1627407643.865651
concordant,left,,0.3442516000941396,green,green,1627407645.877821
concordant,down,,0.3429537999909371,yellow,yellow,1627407647.8899505
concordant,left,,0.5605640000430867,green,green,1627407649.9048693
concordant,right,,0.7778765000402927,red,red,1627407651.9189577
concordant,left,,0.4915685999440029,green,green,1627407653.9303317
concordant,down,,0.30328720004763454,yellow,yellow,1627407655.9425745
concordant,left,,0.6996845999965444,green,green,1627407657.9538655
concordant,right,,0.38578830007463694,red,red,1627407659.9663742
concordant,left,,0.4938424000283703,green,green,1627407661.9799087
concordant,down,,0.4123257000464946,red,red,1627407663.9909286
concordant,down,,0.4088529000291601,yellow,yellow,1627407666.0045156
concordant,left,,0.47252269997261465,green,green,1627407668.0162578
concordant,down,,1.1427882999414578,yellow,yellow,1627407670.0331802
concordant,left,,0.5162486999761313,green,green,1627407672.0472114
concordant,down,,0.6509220999432728,yellow,yellow,1627407674.0585172
concordant,right,,0.6096608999650925,red,red,1627407676.0705912
concordant,left,,0.33258459996432066,green,green,1627407678.0820649
concordant,right,,0.9929690998978913,red,red,1627407680.095564
concordant,left,,0.6206127000041306,green,green,1627407682.109492
concordant,right,,0.6860134999733418,red,red,1627407684.121754
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,right,,0.8913227999582887,red,green,1627407765.6074767
discordant,left,,0.8236890000989661,green,red,1627407767.618911
discordant,down,,0.5938744999002665,yellow,green,1627407769.6322463
discordant,left,,0.9556588999694213,green,red,1627407771.6428554
discordant,down,,0.6049043999519199,yellow,green,1627407773.656093
discordant,right,,0.3837938999058679,red,yellow,1627407775.6720915
discordant,left,,0.7849212000146508,green,red,1627407777.6852036
discordant,right,,0.5783200999721885,red,yellow,1627407779.6972795
discordant,left,,0.37233939999714494,green,red,1627407781.7104812
discordant,right,,0.6455692000454292,red,green,1627407783.7265525
discordant,left,,0.5678698000265285,green,red,1627407785.7379596
discordant,right,,0.8007247999776155,red,yellow,1627407787.7506464
discordant,down,,0.6027015999425203,yellow,green,1627407789.7643213
discordant,right,,0.5155573000665754,red,yellow,1627407791.7767696
