timestamps,TP9,AF7,AF8,TP10,marker
1664554123.459,-64.453,-45.410,-62.988,-90.820,0
1664554123.462,-73.242,-42.969,-64.941,-92.285,0
1664554123.466,-99.609,-60.547,-44.922,-125.000,0
1664554123.470,-132.812,-58.105,-60.059,-172.363,0
1664554123.474,-96.680,-40.527,-67.871,-135.742,0
1664554123.478,-63.965,-48.828,-43.945,-94.727,0
1664554123.479,-96.680,-55.664,-47.852,-144.043,0
1664554123.483,-136.719,-49.805,-58.105,-199.707,0
1664554123.487,-93.750,-44.434,-56.641,-147.949,0
1664554123.491,-50.293,-45.898,-48.340,-97.168,0
1664554123.495,-57.617,-54.199,-46.875,-127.930,0
1664554123.499,-87.402,-51.758,-52.246,-184.570,0
1664554123.503,-62.500,-44.922,-53.711,-158.691,0
1664554123.506,-12.695,-41.992,-38.574,-88.379,0
1664554123.510,-16.113,-42.480,-41.016,-103.027,0
1664554123.514,-75.195,-31.738,-70.801,-207.031,0
1664554123.518,-45.898,-23.926,-61.523,-182.129,0
1664554123.522,13.672,-26.855,-53.711,-114.746,0
1664554123.524,1.465,-30.273,-56.641,-132.812,0
1664554123.528,-39.062,-36.133,-45.898,-191.895,0
1664554123.532,-38.574,-44.434,-27.832,-199.219,0
1664554123.536,8.789,-45.410,-33.691,-145.996,0
1664554123.540,29.297,-31.250,-36.621,-128.906,0
1664554123.544,16.602,-38.574,-16.602,-137.695,0
1664554123.548,-6.836,-51.758,-19.531,-179.688,0
1664554123.551,38.086,-55.664,-20.020,-134.277,0
1664554123.555,57.129,-47.852,-33.203,-112.793,0
1664554123.559,41.016,-31.738,-49.316,-164.062,0
1664554123.563,23.438,-39.551,-26.367,-190.430,0
1664554123.567,35.645,-49.316,-23.926,-157.715,0
1664554123.569,57.617,-44.922,-47.363,-132.324,0
1664554123.573,66.895,-39.551,-45.898,-140.137,0
1664554123.577,40.039,-43.945,-28.320,-179.199,0
1664554123.581,40.527,-50.781,-26.855,-180.176,0
1664554123.585,90.820,-51.270,-34.668,-123.535,0
1664554123.589,98.145,-51.758,-39.062,-121.582,0
1664554123.593,78.613,-59.082,-25.879,-153.809,0
1664554123.596,60.547,-62.012,-28.320,-172.363,0
1664554123.600,76.660,-42.969,-57.129,-158.203,0
1664554123.604,112.793,-33.691,-44.922,-135.254,0
1664554123.608,111.328,-43.457,-32.227,-149.414,0
1664554123.612,72.266,-46.875,-43.457,-191.895,0
1664554123.615,103.516,-49.805,-50.781,-153.809,0
1664554123.619,145.508,-51.758,-47.363,-103.516,0
1664554123.623,137.695,-54.688,-47.363,-124.023,0
1664554123.627,82.520,-56.152,-48.340,-186.035,0
1664554123.631,98.145,-49.316,-46.387,-149.414,0
1664554123.635,145.508,-50.781,-40.039,-97.168,0
1664554123.639,136.719,-59.570,-27.344,-92.285,0
1664554123.642,73.242,-55.176,-46.387,-157.715,0
1664554123.646,51.270,-40.039,-60.059,-205.566,0
1664554123.650,96.680,-43.945,-44.922,-131.836,0
1664554123.654,86.426,-55.664,-46.387,-120.117,0
1664554123.658,26.367,-53.711,-51.270,-187.500,0
1664554123.659,-15.137,-53.711,-55.176,-234.375,0
1664554123.663,20.996,-60.059,-48.340,-178.711,0
1664554123.667,22.461,-58.594,-48.340,-152.344,0
1664554123.671,-20.996,-50.293,-52.734,-200.684,0
1664554123.675,-76.172,-50.781,-48.828,-251.465,0
1664554123.679,-57.617,-61.523,-31.250,-194.824,0
1664554123.683,-49.805,-65.918,-31.250,-144.531,0
1664554123.686,-109.375,-52.734,-56.152,-212.402,0
1664554123.690,-163.574,-48.340,-46.875,-285.156,0
1664554123.694,-173.340,-59.570,-37.598,-262.695,0
1664554123.698,-177.246,-60.547,-49.805,-225.586,0
1664554123.702,-207.520,-51.270,-52.734,-248.047,0
1664554123.719,-261.230,-48.340,-45.410,-295.898,0
1664554123.723,-302.734,-55.176,-46.387,-309.570,0
1664554123.727,-284.668,-58.105,-54.688,-268.066,0
1664554123.731,-277.344,-59.570,-57.617,-256.348,0
1664554123.735,-303.223,-59.570,-52.734,-286.133,0
1664554123.739,-318.359,-64.941,-35.156,-298.828,0
1664554123.743,-286.621,-61.523,-47.852,-248.535,0
1664554123.746,-274.414,-59.570,-65.430,-225.586,0
1664554123.750,-270.020,-66.406,-46.387,-230.469,0
1664554123.754,-288.574,-69.336,-41.504,-262.207,0
1664554123.758,-270.508,-62.988,-66.406,-258.789,0
1664554123.762,-216.797,-54.199,-62.012,-199.707,0
1664554123.765,-207.520,-59.570,-53.711,-188.965,0
1664554123.769,-261.230,-62.012,-60.547,-270.020,0
1664554123.773,-269.043,-52.734,-68.848,-291.016,0
1664554123.777,-206.543,-48.828,-57.129,-221.680,0
1664554123.781,-185.059,-56.641,-42.480,-204.590,0
1664554123.785,-223.145,-56.152,-48.828,-261.230,0
1664554123.789,-270.020,-55.176,-65.918,-297.852,0
1664554123.792,-248.535,-58.594,-66.895,-252.441,0
1664554123.796,-229.492,-60.547,-45.410,-209.961,0
1664554123.800,-288.086,-63.965,-48.828,-250.000,0
1664554123.804,-381.836,-53.711,-75.684,-330.566,0
1664554123.808,-365.723,-47.363,-71.289,-268.066,0
1664554123.810,-344.727,-51.270,-55.664,-196.289,0
