type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,right,,0.9944168999936664,red,red,1625532272.9945035
concordant,down,,0.6948630999977468,yellow,yellow,1625532275.0289724
concordant,right,,0.622632499987958,red,red,1625532277.0420744
concordant,left,,0.5459380999964196,green,green,1625532279.0643685
concordant,down,,0.9750027999980375,yellow,yellow,1625532281.0762053
concordant,right,,0.7201098000077764,red,red,1625532283.0872822
concordant,down,,0.5492664000048535,yellow,yellow,1625532285.0988762
concordant,left,,0.42794860000140034,green,green,1625532287.1108532
concordant,down,,0.42735699999320786,yellow,yellow,1625532289.1226966
concordant,right,,0.4677691999968374,red,red,1625532291.135231
concordant,left,,0.5673246999940602,green,green,1625532293.1464863
concordant,down,,0.3772846999927424,yellow,yellow,1625532295.158813
concordant,right,,0.45257380000839476,red,red,1625532297.1705327
concordant,left,,0.49339670001063496,green,green,1625532299.1832604
concordant,right,,1.0108424999925774,red,red,1625532301.1960247
concordant,down,,0.8277075000078185,yellow,yellow,1625532303.2116182
concordant,left,,0.527601500012679,green,green,1625532305.2231157
concordant,right,,0.8188776000024518,red,red,1625532307.239467
concordant,left,,0.452862100006314,green,green,1625532309.253435
concordant,down,,0.43853369999851566,yellow,yellow,1625532311.265463
concordant,left,,0.6267217999993591,green,green,1625532313.2763836
concordant,down,,0.42439590000140015,yellow,yellow,1625532315.2891722
concordant,left,,0.42927599999529775,green,green,1625532317.3025136
concordant,right,,0.8423957000049995,red,red,1625532319.3160586
concordant,left,,0.39195779999135993,green,green,1625532321.327586
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,left,,0.6176883000007365,green,red,1625532406.116217
discordant,down,,0.5719977999979164,yellow,green,1625532408.1365843
discordant,right,,0.4995117000071332,red,yellow,1625532410.1607378
discordant,left,,0.6879650999908336,green,red,1625532412.1752691
discordant,down,,0.46811410000373144,yellow,green,1625532414.1865244
discordant,right,,0.42229349999979604,red,yellow,1625532416.1964884
discordant,left,,0.47872759999881964,green,red,1625532418.207338
discordant,down,,0.37371500000881497,yellow,green,1625532420.2192812
discordant,right,,0.38857569999527186,red,yellow,1625532422.2325
discordant,down,,0.706141500006197,yellow,red,1625532424.2475188
discordant,left,,0.576651800001855,green,yellow,1625532426.260508
discordant,right,,0.49718469999788795,red,green,1625532428.272822
discordant,left,,0.5458903999970062,green,red,1625532430.286405
discordant,right,,0.8416682999959448,red,yellow,1625532432.301059
discordant,left,,0.5006930999952601,green,red,1625532434.3122237
discordant,down,,0.6557534000021406,yellow,green,1625532436.325066
discordant,right,,0.4558740000065882,red,yellow,1625532438.338124
discordant,left,,0.35001129999000113,green,red,1625532440.3495336
discordant,right,,0.8133483999990858,red,green,1625532442.3643491
discordant,down,,0.671390599993174,yellow,red,1625532444.376263
discordant,left,,0.38824419998854864,green,yellow,1625532446.3865216
discordant,right,,1.3767476999928476,yellow,green,1625532448.3980327
discordant,right,,1.267519100001664,green,red,1625532450.4090426
discordant,right,,1.2232724000059534,red,green,1625532452.42151
discordant,down,,0.9787954000057653,yellow,red,1625532454.432305
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
concordant,right,,0.7725183000002289,red,red,1625532534.0549555
concordant,down,,0.5701861999987159,yellow,yellow,1625532536.0692186
concordant,left,,0.4536804000090342,green,green,1625532538.0800133
concordant,right,,0.5324954000097932,red,red,1625532540.0921252
concordant,down,,0.5143294999870704,yellow,yellow,1625532542.10936
concordant,right,,0.6029795999929775,red,red,1625532544.1214063
concordant,left,,0.7603554999950575,green,green,1625532546.132042
concordant,down,,0.6317305999982636,yellow,yellow,1625532548.1442397
concordant,left,,0.5409957999945618,green,green,1625532550.1578877
concordant,down,,0.40016959999047685,yellow,yellow,1625532552.1705902
concordant,right,,0.4848894999886397,red,red,1625532554.1829915
concordant,left,,0.39055319999170024,green,green,1625532556.193981
concordant,down,,0.667614500009222,yellow,yellow,1625532558.2082481
concordant,right,,0.46966539999993984,red,red,1625532560.2226582
concordant,left,,0.6788435000053141,yellow,yellow,1625532562.2341962
concordant,left,,0.6159520999935921,green,green,1625532564.2469735
concordant,right,,0.5651956999936374,red,red,1625532566.2577357
concordant,left,,0.8577899999945657,green,green,1625532568.2693357
concordant,right,,0.6955618000065442,red,red,1625532570.2839088
concordant,down,,0.5032639999990351,yellow,yellow,1625532572.2943857
concordant,right,,0.555388300010236,red,red,1625532574.3075705
concordant,left,,0.3228353000013158,green,green,1625532576.318537
concordant,right,,0.6138979999959702,red,red,1625532578.3308022
concordant,left,,0.589181200004532,green,green,1625532580.3428192
concordant,right,,0.5642173999949591,red,red,1625532582.3561888
type,key,timestamp,time_delay,word_color,word_text,timestamp_stim
discordant,right,,0.9299068000109401,red,yellow,1625532662.0094366
discordant,down,,0.6292656000005081,yellow,red,1625532664.0212967
discordant,left,,0.5587397999915993,green,yellow,1625532666.0360239
discordant,down,,0.41733450000174344,yellow,red,1625532668.0485299
discordant,left,,0.7720777000067756,green,yellow,1625532670.0609457
discordant,right,,0.5699981000070693,red,green,1625532672.0719242
discordant,left,,1.0419308000127785,green,red,1625532674.0828981
discordant,down,,0.6860230000020238,yellow,green,1625532676.0947723
discordant,left,,0.6735997999930987,green,red,1625532678.107672
discordant,down,,0.38876480000908487,yellow,green,1625532680.1184645
discordant,left,,0.662642399998731,green,yellow,1625532682.129751
discordant,down,,0.40859789999376517,yellow,red,1625532684.1414783
discordant,left,,0.5102628000022378,red,green,1625532686.1536665
discordant,down,,0.7230673000012757,yellow,red,1625532688.1656682
